depth,difficulty_regime,final_test_accuracy,final_test_loss,final_val_accuracy,final_val_loss,learning_curve_auc,seed,sweep,tokens_seen,training_seconds,training_steps,variant
8,mixed,0.8766666666666667,0.4565388488769531,0.8866666666666667,0.35963566780090334,0.6185754504955384,55,depth,999048,45.090714999940246,456,baseline
8,mixed,0.9133333333333332,0.2847246487935384,0.9633333333333334,0.16338705142339072,0.6372107446288867,11,depth,999048,49.6317785999272,456,gated
8,mixed,0.8266666666666667,0.7175654856363932,0.92,0.3354066340128581,0.6054607402914242,22,depth,999048,48.15554960002192,456,gated
8,mixed,0.84,0.5528136126200358,0.9233333333333333,0.255604616800944,0.6260723341954874,33,depth,999048,47.33122050017119,456,gated
8,mixed,0.69,1.2285507456461588,0.7666666666666667,0.9309662373860678,0.5498929998024786,44,depth,999048,47.39199999999255,456,gated
8,mixed,0.8066666666666666,0.6983965301513672,0.89,0.4114129892985026,0.6195966126419018,55,depth,999048,47.59862259984948,456,gated
8,mixed,0.8966666666666666,0.3078930377960205,0.9533333333333334,0.1839064900080363,0.6347237853770122,11,depth,999048,52.46352029987611,456,sa_ff_gated
8,mixed,0.8333333333333334,0.6157600911458333,0.88,0.3980195172627767,0.60361829294822,22,depth,999048,52.87622190010734,456,sa_ff_gated
8,mixed,0.8666666666666667,0.5021391105651856,0.9233333333333333,0.2587566375732422,0.6398825031429922,33,depth,999048,52.39246770017781,456,sa_ff_gated
8,mixed,0.7166666666666667,1.1120430501302083,0.7966666666666666,0.7003742663065592,0.5563292371003862,44,depth,999048,52.15319330012426,456,sa_ff_gated
8,mixed,0.8366666666666667,0.5728571001688639,0.9,0.3497055164972941,0.6239547816187677,55,depth,999048,52.15415359986946,456,sa_ff_gated
8,mixed,0.9233333333333332,0.3112812900543213,0.97,0.10596487323443095,0.6502310416182873,11,depth,999048,45.36343349982053,456,static_scale
8,mixed,0.88,0.5122468694051107,0.9066666666666666,0.30010484377543134,0.6108226381515203,22,depth,999048,47.06632290012203,456,static_scale
8,mixed,0.85,0.5353067906697592,0.9133333333333333,0.29911603927612307,0.6152840404064669,33,depth,999048,49.293887299951166,456,static_scale
8,mixed,0.69,1.1095793914794922,0.7966666666666666,0.7550447845458984,0.5451798545548696,44,depth,999048,48.316218100022525,456,static_scale
8,mixed,0.86,0.5537903467814128,0.9166666666666666,0.26774578730265297,0.624984602007778,55,depth,999048,49.339480799855664,456,static_scale
