checkpoint,cycle,depth,device,difficulty_regime,experiment,final_test_accuracy,final_test_loss,final_val_accuracy,final_val_loss,parameters,reused_from,revision,run_id,seed,sweep,tokens_seen,training_seconds,training_steps,variant,width
artifacts/cycle_c/c1_learning_curves/runs/gated/seed-11/model.pt,C,16,cuda,high,C1,0.9933333333333332,0.0312566205859184,0.9966666666666668,0.0103536775708198,550362,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-gated-seed-11,11,difficulty,924168,97.0714523999486,456,gated,64
artifacts/cycle_c/c1_learning_curves/runs/gated/seed-22/model.pt,C,16,cuda,high,C1,0.9833333333333332,0.0825388097763061,0.98,0.0459890170892079,550362,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-gated-seed-22,22,difficulty,924168,97.0629408999812,456,gated,64
artifacts/cycle_c/c1_learning_curves/runs/gated/seed-33/model.pt,C,16,cuda,high,C1,0.9933333333333332,0.0317482011516888,1.0,0.0084801575541496,550362,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-gated-seed-33,33,difficulty,924168,98.43707460002042,456,gated,64
artifacts/cycle_c/c1_learning_curves/runs/gated/seed-44/model.pt,C,16,cuda,high,C1,0.99,0.0270111697912216,0.99,0.026463137169679,550362,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-gated-seed-44,44,difficulty,924168,100.94936350011268,456,gated,64
artifacts/cycle_c/c1_learning_curves/runs/gated/seed-55/model.pt,C,16,cuda,high,C1,0.9933333333333332,0.026162122040987,0.9966666666666668,0.011584422190984,550362,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-gated-seed-55,55,difficulty,924168,104.81832720013335,456,gated,64
artifacts/cycle_c/c1_learning_curves/runs/sa_ff_gated/seed-11/model.pt,C,16,cuda,high,C1,0.9933333333333332,0.044770904580752,1.0,0.0095422781507174,551402,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-sa_ff_gated-seed-11,11,difficulty,924168,104.21266379998995,456,sa_ff_gated,64
artifacts/cycle_c/c1_learning_curves/runs/sa_ff_gated/seed-22/model.pt,C,16,cuda,high,C1,0.9933333333333332,0.0445218604803085,0.9933333333333332,0.0409337210655212,551402,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-sa_ff_gated-seed-22,22,difficulty,924168,114.9804799000267,456,sa_ff_gated,64
artifacts/cycle_c/c1_learning_curves/runs/sa_ff_gated/seed-33/model.pt,C,16,cuda,high,C1,0.9966666666666668,0.0177245117227236,0.9933333333333332,0.0191998291015625,551402,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-sa_ff_gated-seed-33,33,difficulty,924168,111.56951679987831,456,sa_ff_gated,64
artifacts/cycle_c/c1_learning_curves/runs/sa_ff_gated/seed-44/model.pt,C,16,cuda,high,C1,0.99,0.0414023778835932,0.99,0.0302106450994809,551402,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-sa_ff_gated-seed-44,44,difficulty,924168,117.57700389996172,456,sa_ff_gated,64
artifacts/cycle_c/c1_learning_curves/runs/sa_ff_gated/seed-55/model.pt,C,16,cuda,high,C1,0.99,0.0193395606676737,1.0,0.0048029221594333,551402,artifacts/cycle_c/c1_learning_curves,1,difficulty-high-depth16-sa_ff_gated-seed-55,55,difficulty,924168,114.69514849991538,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/baseline/seed-11/model.pt,C,16,cuda,medium,C2,0.9833333333333332,0.0595410841703414,0.9933333333333332,0.0187833338975906,549709,nan,1,difficulty-medium-depth16-baseline-seed-11,11,difficulty,1010568,89.41771350009367,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/baseline/seed-22/model.pt,C,16,cuda,medium,C2,0.99,0.0403514395157496,0.9966666666666668,0.0136563394467035,549709,nan,1,difficulty-medium-depth16-baseline-seed-22,22,difficulty,1010568,220.1631382999476,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/baseline/seed-33/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.0622659807403882,0.9866666666666668,0.0412655973434448,549709,nan,1,difficulty-medium-depth16-baseline-seed-33,33,difficulty,1010568,220.15156439994465,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/baseline/seed-44/model.pt,C,16,cuda,medium,C2,0.98,0.0565037832657496,0.99,0.0252849631508191,549709,nan,1,difficulty-medium-depth16-baseline-seed-44,44,difficulty,1010568,220.07931969990025,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/baseline/seed-55/model.pt,C,16,cuda,medium,C2,0.9566666666666668,0.1156363741556803,0.9866666666666668,0.0376068490743637,549709,nan,1,difficulty-medium-depth16-baseline-seed-55,55,difficulty,1010568,222.07297049998303,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/static_scale/seed-11/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.0561945481101671,0.99,0.0273716326554616,549725,nan,1,difficulty-medium-depth16-static_scale-seed-11,11,difficulty,1010568,221.95277380011976,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/static_scale/seed-22/model.pt,C,16,cuda,medium,C2,0.9833333333333332,0.0385012859106063,0.9933333333333332,0.0139070224265257,549725,nan,1,difficulty-medium-depth16-static_scale-seed-22,22,difficulty,1010568,221.9767400999553,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/static_scale/seed-33/model.pt,C,16,cuda,medium,C2,0.99,0.0645146326224009,0.9866666666666668,0.0482060980796813,549725,nan,1,difficulty-medium-depth16-static_scale-seed-33,33,difficulty,1010568,260.19214089983143,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/static_scale/seed-44/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.0552830855051676,1.0,0.0094919631878534,549725,nan,1,difficulty-medium-depth16-static_scale-seed-44,44,difficulty,1010568,259.3414511000737,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/static_scale/seed-55/model.pt,C,16,cuda,medium,C2,0.9633333333333334,0.1331765170892079,0.9866666666666668,0.0501630314191182,549725,nan,1,difficulty-medium-depth16-static_scale-seed-55,55,difficulty,1010568,259.44595919991843,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/gated/seed-11/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.0339039491613705,0.9933333333333332,0.0335442617038885,550749,nan,1,difficulty-medium-depth16-gated-seed-11,11,difficulty,1010568,231.2088770000264,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/gated/seed-22/model.pt,C,16,cuda,medium,C2,0.9833333333333332,0.0415392903486887,0.9866666666666668,0.0385809013247489,550749,nan,1,difficulty-medium-depth16-gated-seed-22,22,difficulty,1010568,231.75936829997227,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/gated/seed-33/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.0527724902828534,0.9933333333333332,0.0213914337754249,550749,nan,1,difficulty-medium-depth16-gated-seed-33,33,difficulty,1010568,231.7447355999612,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/gated/seed-44/model.pt,C,16,cuda,medium,C2,0.9933333333333332,0.037072687447071,0.9966666666666668,0.0154665544629096,550749,nan,1,difficulty-medium-depth16-gated-seed-44,44,difficulty,1010568,252.6777333999053,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/gated/seed-55/model.pt,C,16,cuda,medium,C2,0.96,0.1186237760384877,0.9833333333333332,0.0614511477947235,550749,nan,1,difficulty-medium-depth16-gated-seed-55,55,difficulty,1010568,252.73510630009696,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/sa_ff_gated/seed-11/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.0263624247908592,0.9933333333333332,0.0294686246414979,551789,nan,1,difficulty-medium-depth16-sa_ff_gated-seed-11,11,difficulty,1010568,256.5456598000601,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/sa_ff_gated/seed-22/model.pt,C,16,cuda,medium,C2,0.9933333333333332,0.0243180185556411,0.9966666666666668,0.0094366613527139,551789,nan,1,difficulty-medium-depth16-sa_ff_gated-seed-22,22,difficulty,1010568,297.0054184999317,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/sa_ff_gated/seed-33/model.pt,C,16,cuda,medium,C2,0.9833333333333332,0.0603066962460676,0.9933333333333332,0.018640613357226,551789,nan,1,difficulty-medium-depth16-sa_ff_gated-seed-33,33,difficulty,1010568,296.92261040001176,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/sa_ff_gated/seed-44/model.pt,C,16,cuda,medium,C2,0.9866666666666668,0.063334321975708,0.9933333333333332,0.015079152782758,551789,nan,1,difficulty-medium-depth16-sa_ff_gated-seed-44,44,difficulty,1010568,297.00545640010387,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/medium/depth-16/sa_ff_gated/seed-55/model.pt,C,16,cuda,medium,C2,0.9633333333333334,0.1066190004348754,0.99,0.0468551198641459,551789,nan,1,difficulty-medium-depth16-sa_ff_gated-seed-55,55,difficulty,1010568,238.7139517001342,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/baseline/seed-11/model.pt,C,16,cuda,low,C2,0.97,0.1141643303632736,0.9966666666666668,0.0239594936370849,550354,nan,1,difficulty-low-depth16-baseline-seed-11,11,difficulty,1062408,225.3636511999648,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/baseline/seed-22/model.pt,C,16,cuda,low,C2,0.92,0.2985725212097168,0.92,0.2309481239318847,550354,nan,1,difficulty-low-depth16-baseline-seed-22,22,difficulty,1062408,225.5435695999768,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/baseline/seed-33/model.pt,C,16,cuda,low,C2,0.98,0.0819281795620918,1.0,0.0085068864623705,550354,nan,1,difficulty-low-depth16-baseline-seed-33,33,difficulty,1062408,390.74285069992766,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/baseline/seed-44/model.pt,C,16,cuda,low,C2,0.9633333333333334,0.1435265572865804,0.9833333333333332,0.0619353079795837,550354,nan,1,difficulty-low-depth16-baseline-seed-44,44,difficulty,1062408,398.81590860011056,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/baseline/seed-55/model.pt,C,16,cuda,low,C2,0.9866666666666668,0.0336119319001833,1.0,0.01065884967645,550354,nan,1,difficulty-low-depth16-baseline-seed-55,55,difficulty,1062408,398.93981959996745,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/static_scale/seed-11/model.pt,C,16,cuda,low,C2,0.97,0.0876465644439061,0.9966666666666668,0.0147355263928572,550370,nan,1,difficulty-low-depth16-static_scale-seed-11,11,difficulty,1062408,100.64921960001811,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/static_scale/seed-22/model.pt,C,16,cuda,low,C2,0.9366666666666666,0.2345630995432535,0.9666666666666668,0.1212436711788177,550370,nan,1,difficulty-low-depth16-static_scale-seed-22,22,difficulty,1062408,216.4197183998768,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/static_scale/seed-33/model.pt,C,16,cuda,low,C2,0.98,0.0666270992159843,0.9966666666666668,0.0109051993489265,550370,nan,1,difficulty-low-depth16-static_scale-seed-33,33,difficulty,1062408,112.30836570006797,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/static_scale/seed-44/model.pt,C,16,cuda,low,C2,0.9566666666666668,0.1855477062861124,0.9566666666666668,0.152964346408844,550370,nan,1,difficulty-low-depth16-static_scale-seed-44,44,difficulty,1062408,109.11312510003336,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/static_scale/seed-55/model.pt,C,16,cuda,low,C2,0.98,0.0581164834896723,0.9833333333333332,0.0621615334351857,550370,nan,1,difficulty-low-depth16-static_scale-seed-55,55,difficulty,1062408,116.23658340005204,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/gated/seed-11/model.pt,C,16,cuda,low,C2,0.9833333333333332,0.053004742860794,0.9966666666666668,0.0178323264916737,551394,nan,1,difficulty-low-depth16-gated-seed-11,11,difficulty,1062408,140.94898640015165,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/gated/seed-22/model.pt,C,16,cuda,low,C2,0.9266666666666666,0.2580668028195699,0.9133333333333332,0.2534023984273275,551394,nan,1,difficulty-low-depth16-gated-seed-22,22,difficulty,1062408,119.8597873998806,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/gated/seed-33/model.pt,C,16,cuda,low,C2,0.9833333333333332,0.0688497230410575,0.9933333333333332,0.0138653648893038,551394,nan,1,difficulty-low-depth16-gated-seed-33,33,difficulty,1062408,100.51375220017508,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/gated/seed-44/model.pt,C,16,cuda,low,C2,0.9666666666666668,0.1755242717266082,0.9633333333333334,0.1211011664072672,551394,nan,1,difficulty-low-depth16-gated-seed-44,44,difficulty,1062408,116.1978712999262,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/gated/seed-55/model.pt,C,16,cuda,low,C2,0.9966666666666668,0.0163611175616582,0.9933333333333332,0.0174631897608439,551394,nan,1,difficulty-low-depth16-gated-seed-55,55,difficulty,1062408,296.412311000051,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/sa_ff_gated/seed-11/model.pt,C,16,cuda,low,C2,0.99,0.0454417084654172,1.0,0.008490828971068,552434,nan,1,difficulty-low-depth16-sa_ff_gated-seed-11,11,difficulty,1062408,245.00604480016045,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/sa_ff_gated/seed-22/model.pt,C,16,cuda,low,C2,0.8833333333333333,0.3997952588399251,0.9066666666666666,0.271226806640625,552434,nan,1,difficulty-low-depth16-sa_ff_gated-seed-22,22,difficulty,1062408,412.8608488999307,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/sa_ff_gated/seed-33/model.pt,C,16,cuda,low,C2,0.98,0.078633776307106,0.9966666666666668,0.0116537467638651,552434,nan,1,difficulty-low-depth16-sa_ff_gated-seed-33,33,difficulty,1062408,291.3099904998671,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/sa_ff_gated/seed-44/model.pt,C,16,cuda,low,C2,0.9666666666666668,0.1349932010968526,0.9633333333333334,0.0968406860033671,552434,nan,1,difficulty-low-depth16-sa_ff_gated-seed-44,44,difficulty,1062408,139.8965906999074,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/low/depth-16/sa_ff_gated/seed-55/model.pt,C,16,cuda,low,C2,0.9933333333333332,0.0221651491522789,0.9966666666666668,0.0159153510133425,552434,nan,1,difficulty-low-depth16-sa_ff_gated-seed-55,55,difficulty,1062408,168.3946154001169,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/baseline/seed-11/model.pt,C,16,cuda,mixed,C2,0.8033333333333333,0.7131503423055013,0.86,0.5589260737101237,553063,nan,1,difficulty-mixed-depth16-baseline-seed-11,11,difficulty,999048,125.04125430015849,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/baseline/seed-22/model.pt,C,16,cuda,mixed,C2,0.8166666666666667,0.7987326431274414,0.8166666666666667,0.6861808395385742,553063,nan,1,difficulty-mixed-depth16-baseline-seed-22,22,difficulty,999048,170.41115850000642,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/baseline/seed-33/model.pt,C,16,cuda,mixed,C2,0.91,0.3508386294047038,0.9333333333333332,0.246823574701945,553063,nan,1,difficulty-mixed-depth16-baseline-seed-33,33,difficulty,999048,187.91592409997247,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/baseline/seed-44/model.pt,C,16,cuda,mixed,C2,0.76,0.979539082845052,0.8033333333333333,0.7162366612752279,553063,nan,1,difficulty-mixed-depth16-baseline-seed-44,44,difficulty,999048,87.16936310008168,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/baseline/seed-55/model.pt,C,16,cuda,mixed,C2,0.8533333333333334,0.585265375773112,0.8766666666666667,0.3791519546508789,553063,nan,1,difficulty-mixed-depth16-baseline-seed-55,55,difficulty,999048,87.49731000000611,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/static_scale/seed-11/model.pt,C,16,cuda,mixed,C2,0.8333333333333334,0.6763398551940918,0.86,0.5653854688008626,553079,nan,1,difficulty-mixed-depth16-static_scale-seed-11,11,difficulty,999048,91.41823279997334,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/static_scale/seed-22/model.pt,C,16,cuda,mixed,C2,0.7733333333333333,0.9226100794474285,0.79,0.7291838200887044,553079,nan,1,difficulty-mixed-depth16-static_scale-seed-22,22,difficulty,999048,96.2949999999255,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/static_scale/seed-33/model.pt,C,16,cuda,mixed,C2,0.91,0.2607485103607178,0.9466666666666668,0.1645347678661346,553079,nan,1,difficulty-mixed-depth16-static_scale-seed-33,33,difficulty,999048,94.59000289998949,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/static_scale/seed-44/model.pt,C,16,cuda,mixed,C2,0.7766666666666666,0.988841183980306,0.8366666666666667,0.6540537325541178,553079,nan,1,difficulty-mixed-depth16-static_scale-seed-44,44,difficulty,999048,123.37107279989868,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/static_scale/seed-55/model.pt,C,16,cuda,mixed,C2,0.8866666666666667,0.4421696599324544,0.91,0.3327790149052937,553079,nan,1,difficulty-mixed-depth16-static_scale-seed-55,55,difficulty,999048,100.61918760021216,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/gated/seed-11/model.pt,C,16,cuda,mixed,C2,0.75,0.976710605621338,0.81,0.7420606040954589,554103,nan,1,difficulty-mixed-depth16-gated-seed-11,11,difficulty,999048,123.61557619995438,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/gated/seed-22/model.pt,C,16,cuda,mixed,C2,0.7266666666666667,1.075739059448242,0.8133333333333334,0.7546832211812338,554103,nan,1,difficulty-mixed-depth16-gated-seed-22,22,difficulty,999048,149.30399219994433,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/gated/seed-33/model.pt,C,16,cuda,mixed,C2,0.88,0.4391091092427571,0.94,0.2060519870122273,554103,nan,1,difficulty-mixed-depth16-gated-seed-33,33,difficulty,999048,156.08834760007448,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/gated/seed-44/model.pt,C,16,cuda,mixed,C2,0.7466666666666667,0.9996908887227376,0.8433333333333334,0.627649122873942,554103,nan,1,difficulty-mixed-depth16-gated-seed-44,44,difficulty,999048,193.46263210009784,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/gated/seed-55/model.pt,C,16,cuda,mixed,C2,0.89,0.4751444943745931,0.9166666666666666,0.3371746730804443,554103,nan,1,difficulty-mixed-depth16-gated-seed-55,55,difficulty,999048,140.8386725001037,456,gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/sa_ff_gated/seed-11/model.pt,C,16,cuda,mixed,C2,0.7233333333333334,1.1741832605997722,0.79,0.8869659296671549,555143,nan,1,difficulty-mixed-depth16-sa_ff_gated-seed-11,11,difficulty,999048,119.38112789997832,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/sa_ff_gated/seed-22/model.pt,C,16,cuda,mixed,C2,0.77,0.9707467842102052,0.8166666666666667,0.7161735280354817,555143,nan,1,difficulty-mixed-depth16-sa_ff_gated-seed-22,22,difficulty,999048,118.95700749987736,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/sa_ff_gated/seed-33/model.pt,C,16,cuda,mixed,C2,0.9033333333333332,0.4200025622049967,0.9433333333333334,0.1717742745081583,555143,nan,1,difficulty-mixed-depth16-sa_ff_gated-seed-33,33,difficulty,999048,94.96297120000236,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/sa_ff_gated/seed-44/model.pt,C,16,cuda,mixed,C2,0.7666666666666667,0.9281643676757813,0.8033333333333333,0.7456814448038737,555143,nan,1,difficulty-mixed-depth16-sa_ff_gated-seed-44,44,difficulty,999048,93.58218899997884,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/difficulty/mixed/depth-16/sa_ff_gated/seed-55/model.pt,C,16,cuda,mixed,C2,0.84,0.6114123407999674,0.8933333333333333,0.3901947625478109,555143,nan,1,difficulty-mixed-depth16-sa_ff_gated-seed-55,55,difficulty,999048,93.2056217000354,456,sa_ff_gated,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/baseline/seed-11/model.pt,C,4,cuda,mixed,C2,0.8066666666666666,0.7482732518513997,0.8633333333333333,0.4395473353068034,151399,nan,1,depth-mixed-depth4-baseline-seed-11,11,depth,999048,25.050875700078905,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/baseline/seed-22/model.pt,C,4,cuda,mixed,C2,0.6233333333333333,1.614408276875814,0.6033333333333334,1.5012120056152345,151399,nan,1,depth-mixed-depth4-baseline-seed-22,22,depth,999048,26.126462900079787,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/baseline/seed-33/model.pt,C,4,cuda,mixed,C2,0.5,2.080974248250325,0.5166666666666667,1.9331389617919923,151399,nan,1,depth-mixed-depth4-baseline-seed-33,33,depth,999048,27.22204239992425,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/baseline/seed-44/model.pt,C,4,cuda,mixed,C2,0.96,0.1517291275660197,0.9633333333333334,0.0820870153109232,151399,nan,1,depth-mixed-depth4-baseline-seed-44,44,depth,999048,27.02369309985079,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/baseline/seed-55/model.pt,C,4,cuda,mixed,C2,0.75,0.8604149500528971,0.7633333333333333,0.847183100382487,151399,nan,1,depth-mixed-depth4-baseline-seed-55,55,depth,999048,26.25325409998186,456,baseline,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/static_scale/seed-11/model.pt,C,4,cuda,mixed,C2,0.7866666666666666,0.7928243001302083,0.8666666666666667,0.4952003669738769,151403,nan,1,depth-mixed-depth4-static_scale-seed-11,11,depth,999048,26.72277440014296,456,static_scale,64
artifacts/cycle_c/c2_difficulty_depth/runs/depth/mixed/depth-4/static_scale/seed-22/model.pt,C,4,cuda,mixed,C2,0.5966666666666667,1.738208999633789,0.6166666666666667,1.5631307729085286,151403,nan,1,depth-mixed-depth4-static_scale-seed-22,22,depth,999048,26.818255100166425,456,static_scale,64
