difference_ci95_high,difference_ci95_low,difference_mean,metric,paired_seed_n,reference,variant
0.0019710040651261806,-0.0012369623873382807,0.00039065806777216494,learning_curve_auc,5,baseline,static_scale
0.0013333333190530539,-0.0033333334140479565,-0.0013333333190530539,final_test_accuracy,5,baseline,static_scale
0.009733912535011768,-0.002205194439738989,0.0024053591769188643,final_val_loss,5,baseline,static_scale
0.006327536888420582,-0.008230854757130146,-0.002385769272223115,learning_curve_auc,5,baseline,gated
0.0026666666381061077,-0.006000000052154064,-0.0013333333190530539,final_test_accuracy,5,baseline,gated
0.021343637257814407,-0.003943000920116901,0.007796833757311106,final_val_loss,5,baseline,gated
0.009283807128667831,-0.0020016892813146114,0.0034157559275627136,learning_curve_auc,5,baseline,sa_ff_gated
0.001999999862164259,0.0,0.0006666666595265269,final_test_accuracy,5,baseline,sa_ff_gated
0.018295159563422203,-0.0007333633839152753,0.008160630241036415,final_val_loss,5,baseline,sa_ff_gated
