accuracy,block_update_norm,condition,depth,effective_block_count,effective_block_fraction,effective_ff_count,effective_ff_fraction,effective_sa_count,effective_sa_fraction,ff_update_norm,fraction_near_zero_block,fraction_near_zero_ff,fraction_near_zero_sa,fraction_negative_block,fraction_negative_ff,fraction_negative_sa,matched_parameter_control,mean_target_logprob,repair_event_rate,residual_norm_acf_lag1,sa_update_norm,seed,task_family,update_norm_acf_lag1,utility_block,utility_ff,utility_sa,width
0.9777777777777777,5.672529210646947,depth8_width64,8,8,1.0,8,1.0,8,1.0,2.911743014223046,0.1111111111111111,0.30833333333333335,0.24166666666666667,0.09861111111111111,0.09722222222222222,0.16805555555555557,False,-0.15226801501380072,0.0,0.11615388699170176,4.052747704419825,11,maximum,0.27721362014837925,0.10650666466293236,0.022309538843627606,0.06817413545731041,64
0.9333333333333333,5.899302149150107,depth8_width64,8,7,0.875,4,0.5,7,0.875,3.1007377084758545,0.12361111111111112,0.3277777777777778,0.23472222222222222,0.18611111111111112,0.175,0.21944444444444444,False,-0.28151033302355144,0.0,0.1778999732085342,4.180069348961115,22,maximum,0.25876293666711314,0.11008466728574907,-0.0013351379104682968,0.09959678227444076,64
0.9,5.418203730053372,depth8_width64,8,6,0.75,5,0.625,6,0.75,2.888661217523946,0.08888888888888889,0.2263888888888889,0.18888888888888888,0.20555555555555555,0.18333333333333332,0.25277777777777777,False,-0.3031234495341778,0.0,0.07748755013773613,3.827884186969863,33,maximum,0.18769404137598636,0.29216259106890197,0.020950662957814833,0.2552432753973537,64
0.9333333333333333,5.497031491994858,depth8_width64,8,8,1.0,7,0.875,8,1.0,2.91942144466771,0.12638888888888888,0.34444444444444444,0.2652777777777778,0.10694444444444444,0.1,0.16111111111111112,False,-0.1808996413110031,0.0,0.16349753908926787,3.9070106455021434,44,maximum,0.18251067600059387,0.2872292312288967,0.02242777236840791,0.23739157043552647,64
0.9555555555555556,5.992787254518933,depth8_width64,8,7,0.875,6,0.75,8,1.0,3.104336700008975,0.15,0.4125,0.2902777777777778,0.09166666666666666,0.0625,0.13194444444444445,False,-0.17074615607659022,0.0,0.19013330550482754,4.28829416020049,55,maximum,0.1571286034842261,0.28742947064133156,0.054838582213657595,0.2650589439409992,64
0.8777777777777778,5.3413101547294195,depth8_width64,8,8,1.0,4,0.5,8,1.0,2.703809940814972,0.06388888888888888,0.2777777777777778,0.10833333333333334,0.19305555555555556,0.23333333333333334,0.2125,False,-0.30813222483007446,0.0,0.15392812327128114,3.913212729493777,11,minimum,0.29469592881941936,0.30970943314023314,0.013760357912785064,0.3185299711094962,64
0.9111111111111111,5.225873571799861,depth8_width64,8,8,1.0,4,0.5,8,1.0,3.0308899035056434,0.06666666666666667,0.16111111111111112,0.14722222222222223,0.17222222222222222,0.23333333333333334,0.24166666666666667,False,-0.3039674217502276,0.0,0.18299631719209072,3.552036555773682,22,minimum,0.2244546429989239,0.41628729172516615,0.02237076110775686,0.4223312054010522,64
0.9333333333333333,5.300636536214086,depth8_width64,8,8,1.0,4,0.5,8,1.0,3.1550624195072388,0.07777777777777778,0.18333333333333332,0.25555555555555554,0.13472222222222222,0.18333333333333332,0.1875,False,-0.26925472809622686,0.0,0.12027320323900817,3.5881629342834156,33,minimum,0.2123923350480254,0.1950830970088848,0.0019329782135577666,0.1860500189346365,64
0.9444444444444444,4.970533152090178,depth8_width64,8,8,1.0,8,1.0,7,0.875,2.9148681438631483,0.09722222222222222,0.2513888888888889,0.23333333333333334,0.1111111111111111,0.09305555555555556,0.1625,False,-0.21960324035543535,0.0,0.17699783966461635,3.446801694565349,44,minimum,0.1658230437283881,0.28439777293242513,0.0273076464732488,0.2365786658341272,64
0.9333333333333333,5.705248586336771,depth8_width64,8,7,0.875,2,0.25,7,0.875,3.157490967379676,0.1625,0.4527777777777778,0.3486111111111111,0.05416666666666667,0.08055555555555556,0.07083333333333333,False,-0.18592129955068232,0.0,0.15906293294408694,3.978995878001054,55,minimum,0.1655619955870659,0.1286579318021217,-0.008623314047387491,0.1771820090387741,64
