accuracy_ci95_high,accuracy_ci95_low,accuracy_mean,block_update_norm_ci95_high,block_update_norm_ci95_low,block_update_norm_mean,condition,depth,effective_block_count_ci95_high,effective_block_count_ci95_low,effective_block_count_mean,effective_block_fraction_ci95_high,effective_block_fraction_ci95_low,effective_block_fraction_mean,effective_ff_count_ci95_high,effective_ff_count_ci95_low,effective_ff_count_mean,effective_ff_fraction_ci95_high,effective_ff_fraction_ci95_low,effective_ff_fraction_mean,effective_sa_count_ci95_high,effective_sa_count_ci95_low,effective_sa_count_mean,effective_sa_fraction_ci95_high,effective_sa_fraction_ci95_low,effective_sa_fraction_mean,ff_update_norm_ci95_high,ff_update_norm_ci95_low,ff_update_norm_mean,fraction_near_zero_block_ci95_high,fraction_near_zero_block_ci95_low,fraction_near_zero_block_mean,fraction_near_zero_ff_ci95_high,fraction_near_zero_ff_ci95_low,fraction_near_zero_ff_mean,fraction_near_zero_sa_ci95_high,fraction_near_zero_sa_ci95_low,fraction_near_zero_sa_mean,fraction_negative_block_ci95_high,fraction_negative_block_ci95_low,fraction_negative_block_mean,fraction_negative_ff_ci95_high,fraction_negative_ff_ci95_low,fraction_negative_ff_mean,fraction_negative_sa_ci95_high,fraction_negative_sa_ci95_low,fraction_negative_sa_mean,matched_parameter_control,mean_target_logprob_ci95_high,mean_target_logprob_ci95_low,mean_target_logprob_mean,parameters,repair_event_rate_ci95_high,repair_event_rate_ci95_low,repair_event_rate_mean,residual_norm_acf_lag1_ci95_high,residual_norm_acf_lag1_ci95_low,residual_norm_acf_lag1_mean,sa_update_norm_ci95_high,sa_update_norm_ci95_low,sa_update_norm_mean,seed_n,task_family,update_norm_acf_lag1_ci95_high,update_norm_acf_lag1_ci95_low,update_norm_acf_lag1_mean,utility_block_ci95_high,utility_block_ci95_low,utility_block_mean,utility_ff_ci95_high,utility_ff_ci95_low,utility_ff_mean,utility_sa_ci95_high,utility_sa_ci95_low,utility_sa_mean,width
0.9777776598930359,0.911111056804657,0.9444443583488464,4.830578327178955,4.578838348388672,4.704708576202393,depth12_width64,12,12.0,9.199999809265137,10.800000190734863,1.0,0.7666667103767395,0.8999999761581421,11.199999809265137,5.199999809265137,8.399999618530273,0.9333332777023315,0.4333333373069763,0.699999988079071,11.199999809265137,9.399999618530273,10.199999809265137,0.9333332777023315,0.7833333015441895,0.8500000238418579,2.881348133087158,2.5274806022644043,2.699619770050049,0.28425925970077515,0.18259258568286896,0.23000001907348633,0.5075925588607788,0.38685184717178345,0.451481431722641,0.44370371103286743,0.34203702211380005,0.3866666853427887,0.15074072778224945,0.06925925612449646,0.10999999940395355,0.15222223103046417,0.07277777045965195,0.11129629611968994,0.1868518590927124,0.11537037044763565,0.15111111104488373,False,-0.09404515475034714,-0.2750619053840637,-0.18455353379249573,416083,0.0,0.0,0.0,0.23563484847545624,0.12612272799015045,0.18177662789821625,3.3072783946990967,3.1732113361358643,3.2475802898406982,5,maximum,0.2966137230396271,0.22320985794067383,0.25486865639686584,0.17192959785461426,0.07236398756504059,0.11900167167186737,0.01877070963382721,-0.003796227276325226,0.006490427069365978,0.13761942088603973,0.06331188976764679,0.09945818781852722,64
0.9533332586288452,0.9199999570846558,0.9399999380111694,5.002806186676025,4.41168212890625,4.677189826965332,depth12_width64,12,10.800000190734863,9.600000381469727,10.199999809265137,0.8999999761581421,0.7999999523162842,0.8500000238418579,9.199999809265137,6.400000095367432,7.800000190734863,0.7666666507720947,0.5333333611488342,0.6499999761581421,10.399999618530273,8.795001029968262,9.600000381469727,0.8666666746139526,0.7333333492279053,0.800000011920929,2.6124351024627686,2.4681754112243652,2.5487923622131348,0.2844444215297699,0.15018518269062042,0.21537037193775177,0.5546296238899231,0.30537039041519165,0.4300000071525574,0.4342592656612396,0.2724074125289917,0.3535185158252716,0.2022639364004135,0.1055370420217514,0.14814814925193787,0.2203703671693802,0.08907407522201538,0.14722222089767456,0.2168518602848053,0.1331481635570526,0.1729629784822464,False,-0.16017583012580872,-0.2827772796154022,-0.21331560611724854,416083,0.0,0.0,0.0,0.24615809321403503,0.14524652063846588,0.18960270285606384,3.655353546142578,3.02073335647583,3.3211264610290527,5,minimum,0.305989146232605,0.24351438879966736,0.2696499228477478,0.21353277564048767,0.13361746072769165,0.17357513308525085,0.015222686342895031,0.006113766226917505,0.010309135541319847,0.22472719848155975,0.13606533408164978,0.18037977814674377,64
0.7977777719497681,0.6222222447395325,0.7022222280502319,2.4173836708068848,2.229483127593994,2.314833164215088,depth16_width32_matched,16,16.0,13.0,14.600000381469727,1.0,0.8125,0.9125000238418579,15.0,8.399999618530273,12.199999809265137,0.9375,0.5249999761581421,0.762499988079071,14.399999618530273,11.600000381469727,13.199999809265137,0.8999999761581421,0.7250000238418579,0.824999988079071,1.5879426002502441,1.4107013940811157,1.4993221759796143,0.030833333730697632,0.015555555932223797,0.022638890892267227,0.0520833320915699,0.025416666641831398,0.0381944440305233,0.057361114770174026,0.022083332762122154,0.037638891488313675,0.38749998807907104,0.2505555748939514,0.3190278112888336,0.42335766553878784,0.2783333361148834,0.3579166531562805,0.41624999046325684,0.3295833170413971,0.37291663885116577,True,-0.8041122555732727,-1.2695224285125732,-1.053094744682312,143955,0.0,0.0,0.0,0.3631410002708435,0.25795722007751465,0.311107337474823,1.5879572629928589,1.5333356857299805,1.5580183267593384,5,maximum,0.41663727164268494,0.35286110639572144,0.3854891359806061,0.12566852569580078,0.08824969828128815,0.10840265452861786,0.04126353561878204,0.01125410944223404,0.027919134125113487,0.09936776012182236,0.05355016142129898,0.07544873654842377,32
0.800000011920929,0.6999999284744263,0.7555555701255798,2.360002279281616,2.242048740386963,2.2894530296325684,depth16_width32_matched,16,15.399999618530273,13.199999809265137,14.399999618530273,0.9624999761581421,0.824999988079071,0.8999999761581421,14.0,10.800000190734863,12.800000190734863,0.875,0.675000011920929,0.800000011920929,15.199999809265137,11.199999809265137,13.199999809265137,0.949999988079071,0.699999988079071,0.824999988079071,1.5118272304534912,1.446645975112915,1.4800333976745605,0.024444444105029106,0.014166666194796562,0.01944444514811039,0.04055555909872055,0.02708333358168602,0.03402777761220932,0.038750000298023224,0.02083333395421505,0.02986111119389534,0.32833331823349,0.2724999785423279,0.30069443583488464,0.3655555546283722,0.3023611009120941,0.3288888931274414,0.4176388680934906,0.32777777314186096,0.3747222125530243,True,-0.8387608528137207,-1.1641523838043213,-0.9839895367622375,143955,0.0,0.0,0.0,0.3650943338871002,0.25006356835365295,0.3075789511203766,1.588008165359497,1.5086562633514404,1.5409400463104248,5,minimum,0.4144553244113922,0.3610247075557709,0.3861909806728363,0.20061972737312317,0.1321156919002533,0.16785821318626404,0.04779491946101189,0.018417000770568848,0.03672822564840317,0.16330841183662415,0.08180978894233704,0.1198795884847641,32
0.9688888788223267,0.9422222375869751,0.9555555582046509,4.491320610046387,4.282458305358887,4.386731147766113,depth16_width64,16,13.600000381469727,12.399999618530273,13.0,0.8500000238418579,0.7749999761581421,0.8125,13.0,6.400000095367432,10.0,0.8125,0.424375057220459,0.625,13.199999809265137,10.0,11.600000381469727,0.824999988079071,0.625,0.7250000238418579,2.7774434089660645,2.5297112464904785,2.6535773277282715,0.40069445967674255,0.32597222924232483,0.36444443464279175,0.6105555295944214,0.49416667222976685,0.5531944036483765,0.5413888692855835,0.4536110758781433,0.5023611187934875,0.13236111402511597,0.10083333402872086,0.11749999225139618,0.11388888210058212,0.0786111131310463,0.09652777016162872,0.16722221672534943,0.12861111760139465,0.14305555820465088,False,-0.11321262270212173,-0.20434698462486267,-0.1587798148393631,549971,0.0,0.0,0.0,0.3417896330356598,0.2599276602268219,0.3012595772743225,3.137864351272583,2.778444528579712,2.9452993869781494,5,maximum,0.32050371170043945,0.22584089636802673,0.27633437514305115,0.1396094560623169,0.048085860908031464,0.08973485976457596,0.012734810821712017,0.0038376846350729465,0.008286247961223125,0.14702996611595154,0.02848074957728386,0.08201650530099869,64
0.9555555582046509,0.9288889169692993,0.9399999380111694,4.283982276916504,4.1407060623168945,4.224833011627197,depth16_width64,16,12.800000190734863,10.800000190734863,11.800000190734863,0.800000011920929,0.675000011920929,0.737500011920929,9.600000381469727,6.199999809265137,7.800000190734863,0.6000000238418579,0.38749998807907104,0.48750001192092896,13.199999809265137,10.199999809265137,11.800000190734863,0.824999988079071,0.637499988079071,0.737500011920929,2.602830648422241,2.4232101440429688,2.5130205154418945,0.3499999940395355,0.27569442987442017,0.31361111998558044,0.5626388788223267,0.4658333361148834,0.5163888931274414,0.48222222924232483,0.3963889181613922,0.4381944537162781,0.14736111462116241,0.1145833358168602,0.130972221493721,0.1584722101688385,0.11208333820104599,0.1334722340106964,0.18809030950069427,0.13208332657814026,0.15763887763023376,False,-0.16572043299674988,-0.3089635968208313,-0.23359835147857666,549971,0.0,0.0,0.0,0.3716960549354553,0.24317798018455505,0.3103860914707184,3.0141401290893555,2.837799549102783,2.913881540298462,5,minimum,0.36316144466400146,0.24455127120018005,0.30385637283325195,0.18248747289180756,0.05676652118563652,0.11399750411510468,0.01586281694471836,0.0037299704272300005,0.009056456387043,0.1734844148159027,0.04423736408352852,0.10886088758707047,64
0.9266666173934937,0.8622221946716309,0.8955554962158203,8.450766563415527,7.1659674644470215,7.790249824523926,depth4_width64,4,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.200000047683716,3.5999999046325684,1.0,0.800000011920929,0.8999999761581421,4.0,3.4000000953674316,3.799999952316284,1.0,0.8500000238418579,0.949999988079071,3.8204264640808105,3.63323712348938,3.7199783325195312,0.0394444465637207,0.008333333767950535,0.023333333432674408,0.12666666507720947,0.046666666865348816,0.08611111342906952,0.08888888359069824,0.03666666895151138,0.05666666477918625,0.17222222685813904,0.11777777969837189,0.1455555558204651,0.2316666543483734,0.1572222262620926,0.19055555760860443,0.2522222399711609,0.22777776420116425,0.23888888955116272,False,-0.29968562722206116,-0.49946457147598267,-0.3946092128753662,148307,0.0,0.0,0.0,0.1531255543231964,0.10054449737071991,0.12683501839637756,6.610698699951172,5.177568435668945,5.88435173034668,5,maximum,0.1704230010509491,0.12003573030233383,0.14555463194847107,0.8517383337020874,0.4674608111381531,0.6277979016304016,0.0582001693546772,0.028518224135041237,0.04294786602258682,0.9783069491386414,0.4561009407043457,0.657917320728302,64
0.9244444966316223,0.8444444537162781,0.8844444155693054,7.688928127288818,6.968214511871338,7.324800968170166,depth4_width64,4,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.4000000953674316,3.799999952316284,1.0,0.8500000238418579,0.949999988079071,4.0,4.0,4.0,1.0,1.0,1.0,3.994790554046631,3.488356351852417,3.6888229846954346,0.038333334028720856,0.01111111231148243,0.02388888970017433,0.11613892018795013,0.05277777835726738,0.08444444835186005,0.08944444358348846,0.038333334028720856,0.06277777254581451,0.17000000178813934,0.09222222864627838,0.12888889014720917,0.2455555498600006,0.1433333456516266,0.1944444477558136,0.22333332896232605,0.16944445669651031,0.19833333790302277,False,-0.2870906591415405,-0.5037546753883362,-0.40071049332618713,148307,0.0,0.0,0.0,0.16135700047016144,0.08138035237789154,0.12304006516933441,5.638791084289551,5.008354187011719,5.355931282043457,5,minimum,0.19355332851409912,0.12059345096349716,0.15680916607379913,0.6348748803138733,0.40369147062301636,0.5226612091064453,0.06203307956457138,0.036402083933353424,0.050666265189647675,0.5950518846511841,0.33984774351119995,0.46274298429489136,64
0.9622222185134888,0.9177778363227844,0.940000057220459,5.891341209411621,5.516316890716553,5.6959710121154785,depth8_width64,8,7.800000190734863,6.599999904632568,7.199999809265137,0.9750000238418579,0.824999988079071,0.8999999761581421,7.199999809265137,4.800000190734863,6.0,0.8999999761581421,0.6000000238418579,0.75,8.0,6.599999904632568,7.400000095367432,1.0,0.824999988079071,0.925000011920929,3.0651943683624268,2.902510166168213,2.9849801063537598,0.13750000298023224,0.10333333164453506,0.12000000476837158,0.37805554270744324,0.27027779817581177,0.3238888680934906,0.2708333432674408,0.2133333384990692,0.24416665732860565,0.18194444477558136,0.09750000387430191,0.13777777552604675,0.1644444465637207,0.08388888835906982,0.12361111491918564,0.22777776420116425,0.1508333384990692,0.18666668236255646,False,-0.16538558900356293,-0.2723253667354584,-0.2177095115184784,282195,0.0,0.0,0.0,0.17991283535957336,0.10774996131658554,0.14503446221351624,4.197895050048828,3.9045073986053467,4.051201343536377,5,maximum,0.25458288192749023,0.17339451611042023,0.2126619815826416,0.2892827093601227,0.14408236742019653,0.2166825234889984,0.04155518859624863,0.008122732862830162,0.023838285356760025,0.2555992007255554,0.10830215364694595,0.185092955827713,64
0.9377778172492981,0.8955556154251099,0.9200000762939453,5.528450965881348,5.110709190368652,5.308720588684082,depth8_width64,8,8.0,7.400000095367432,7.800000190734863,1.0,0.925000011920929,0.9750000238418579,6.400000095367432,2.799999952316284,4.400000095367432,0.800000011920929,0.3499999940395355,0.550000011920929,8.0,7.199999809265137,7.599999904632568,1.0,0.8999999761581421,0.949999988079071,3.131199359893799,2.8367576599121094,2.992424488067627,0.13027778267860413,0.06833333522081375,0.09361110627651215,0.3638888895511627,0.18805555999279022,0.26527780294418335,0.2897222638130188,0.14888888597488403,0.21861112117767334,0.17305555939674377,0.08833333104848862,0.13305555284023285,0.22333332896232605,0.10611110925674438,0.1647222340106964,0.2199999988079071,0.12250000238418579,0.17499999701976776,False,-0.21606075763702393,-0.2986907958984375,-0.2573757767677307,282195,0.0,0.0,0.0,0.1759829819202423,0.13834913074970245,0.1586516797542572,3.8804473876953125,3.5171680450439453,3.6958420276641846,5,minimum,0.2548730969429016,0.17503246665000916,0.21258559823036194,0.35073089599609375,0.1860741823911667,0.2668271064758301,0.02262343466281891,-0.0014371220022439957,0.011349685490131378,0.3600504696369171,0.1926085352897644,0.26813438534736633,64
