condition,depth,layer,matched_parameter_control,near_zero_block_seed_count,near_zero_ff_seed_count,near_zero_sa_seed_count,negative_block_seed_count,negative_ff_seed_count,negative_sa_seed_count,reliable_near_zero_block,reliable_near_zero_ff,reliable_near_zero_sa,reliable_negative_block,reliable_negative_ff,reliable_negative_sa,repair_event_ci95_high,repair_event_ci95_low,repair_event_mean,repeated_repair,seed_n,task_family,utility_block_ci95_high,utility_block_ci95_low,utility_block_mean,utility_ff_ci95_high,utility_ff_ci95_low,utility_ff_mean,utility_sa_ci95_high,utility_sa_ci95_low,utility_sa_mean,width
depth16_width64,16,0,False,0,1,1,0,0,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.406261682510376,0.10460585355758667,0.2495812475681305,0.097019262611866,0.016862738877534866,0.05660936236381531,0.3938862979412079,0.004313045646995306,0.2021595984697342,64
depth16_width64,16,1,False,0,0,0,0,1,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,2.0955650806427,0.11395084857940674,0.9860519170761108,0.06690353155136108,0.010985859669744968,0.034993935376405716,1.9954952001571655,0.051804155111312866,0.99519282579422,64
depth16_width64,16,2,False,0,1,0,0,0,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.14015379548072815,0.02488124556839466,0.07758516073226929,0.034316353499889374,0.006087730638682842,0.018713850528001785,0.1346510648727417,-0.0072247632779181,0.06301584094762802,64
depth16_width64,16,3,False,0,1,0,0,2,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.218046635389328,0.048740554600954056,0.123653843998909,0.04256904870271683,-0.014565194956958294,0.013229286298155785,0.18228547275066376,0.03472528234124184,0.10353517532348633,64
depth16_width64,16,4,False,0,0,0,1,1,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.16060571372509003,0.034260280430316925,0.10876767337322235,0.03287161514163017,0.0007428126409649849,0.01763930357992649,0.1451813280582428,0.027110647410154343,0.08786016702651978,64
depth16_width64,16,5,False,0,1,0,1,2,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.14458408951759338,0.010230520740151405,0.06966078281402588,0.009258357807993889,-0.0029554925858974457,0.0028742351569235325,0.1469830572605133,0.0022537962067872286,0.06430580466985703,64
depth16_width64,16,6,False,0,1,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.13067927956581116,0.04710490629076958,0.08442127704620361,0.012615391984581947,0.0024371896870434284,0.00737317418679595,0.12372823804616928,0.03289346024394035,0.07650598138570786,64
depth16_width64,16,7,False,2,0,0,0,3,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.11375750601291656,0.003916959278285503,0.043954696506261826,0.004657302983105183,-0.01440445613116026,-0.004152409732341766,0.17668083310127258,0.008265857584774494,0.06779386848211288,64
depth16_width64,16,8,False,0,2,0,0,2,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.05016972869634628,0.01737229712307453,0.03437364846467972,0.003938664682209492,-0.0053154462948441505,-0.0009591177804395556,0.04635687917470932,0.023580361157655716,0.03459552675485611,64
depth16_width64,16,9,False,0,0,0,1,4,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.023908525705337524,0.00136456242762506,0.012822635471820831,-0.001277831383049488,-0.008424727246165276,-0.00533230509608984,0.03349914401769638,0.0034024803899228573,0.01942080445587635,64
depth16_width64,16,10,False,2,0,0,2,3,2,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.03660399466753006,-0.0071307457983493805,0.009581477381289005,0.007285167928785086,-0.009270335547626019,-0.0017278625164180994,0.028736481443047523,-0.003896170761436224,0.010138113051652908,64
depth16_width64,16,11,False,1,3,1,1,0,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.021922549232840538,-0.0006654823082499206,0.009311428293585777,0.01168378908187151,-6.303870759438723e-05,0.005766348447650671,0.014373615384101868,-0.00839975755661726,0.0034225427079945803,64
depth16_width64,16,12,False,3,1,1,0,2,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.02075917087495327,0.0005336750182323158,0.009915774688124657,0.010337742045521736,-0.005369286052882671,0.0021703033708035946,0.012653772719204426,0.002865265589207411,0.0075478688813745975,64
depth16_width64,16,13,False,1,1,0,1,4,0,False,False,False,False,True,False,0.0,0.0,0.0,False,5,minimum,0.003922192379832268,-0.0013560764491558075,0.0014629862271249294,-0.0023472043685615063,-0.006693030241876841,-0.004457847680896521,0.00889184046536684,0.0033507917542010546,0.006121315993368626,64
depth16_width64,16,14,False,0,0,5,2,2,0,False,False,True,False,False,False,0.0,0.0,0.0,False,5,minimum,0.005780638195574284,-0.004077623598277569,0.0008078267564997077,0.006825113203376532,-0.004079021513462067,0.0013730458449572325,0.00011424359399825335,-0.0011376668699085712,-0.0004896697355434299,64
