condition,depth,layer,matched_parameter_control,near_zero_block_seed_count,near_zero_ff_seed_count,near_zero_sa_seed_count,negative_block_seed_count,negative_ff_seed_count,negative_sa_seed_count,reliable_near_zero_block,reliable_near_zero_ff,reliable_near_zero_sa,reliable_negative_block,reliable_negative_ff,reliable_negative_sa,repair_event_ci95_high,repair_event_ci95_low,repair_event_mean,repeated_repair,seed_n,task_family,utility_block_ci95_high,utility_block_ci95_low,utility_block_mean,utility_ff_ci95_high,utility_ff_ci95_low,utility_ff_mean,utility_sa_ci95_high,utility_sa_ci95_low,utility_sa_mean,width
depth16_width64,16,15,False,2,2,1,1,1,2,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.009010129608213902,-0.005052892956882715,0.002007446950301528,0.005613985471427441,-0.005026879720389843,0.0007899889606051147,0.004047808237373829,-0.0022741854190826416,0.0006484561017714441,64
depth4_width64,4,0,False,0,0,0,0,1,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.7500365376472473,0.23210497200489044,0.4612656533718109,0.07797836512327194,0.015778061002492905,0.0485696867108345,0.7795613408088684,0.14630532264709473,0.40982332825660706,64
depth4_width64,4,1,False,0,0,0,0,1,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.7951356172561646,0.08808884769678116,0.4162551760673523,0.06286229938268661,0.003814469324424863,0.03057081624865532,0.7744814157485962,0.028936753049492836,0.4051467776298523,64
depth4_width64,4,2,False,0,0,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,2.1766178607940674,0.5697242617607117,1.180632472038269,0.06834669411182404,0.018490858376026154,0.04311130940914154,2.8401830196380615,0.5834159255027771,1.3900127410888672,64
depth4_width64,4,3,False,0,0,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.6589353084564209,0.2454991340637207,0.45303815603256226,0.06835699826478958,0.028797697275877,0.04953966662287712,0.6761285066604614,0.1772443652153015,0.42668646574020386,64
depth4_width64,4,0,False,0,0,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.7164131999015808,0.34802743792533875,0.5508030652999878,0.13021880388259888,0.07009097933769226,0.09896808862686157,0.3833577632904053,0.25980713963508606,0.31639349460601807,64
depth4_width64,4,1,False,0,0,0,0,1,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,1.2467588186264038,0.37398797273635864,0.8167794346809387,0.06333031505346298,0.012411875650286674,0.03941551223397255,1.3753459453582764,0.3549375832080841,0.8507911562919617,64
depth4_width64,4,2,False,0,0,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.6485873460769653,0.12446215003728867,0.37794026732444763,0.04115935042500496,0.02205931767821312,0.03098387084901333,0.6849343180656433,0.07933805137872696,0.37362906336784363,64
depth4_width64,4,3,False,0,0,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.5706493258476257,0.16110126674175262,0.345121830701828,0.03877154737710953,0.026367399841547012,0.03329760953783989,0.5364586114883423,0.11816692352294922,0.3101581633090973,64
depth8_width64,8,0,False,0,0,0,0,1,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,1.0158500671386719,0.19247765839099884,0.6040972471237183,0.17080776393413544,0.00787309743463993,0.08518777787685394,0.8146165609359741,0.07896554470062256,0.423483282327652,64
depth8_width64,8,1,False,0,0,0,0,1,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.46985116600990295,0.14695054292678833,0.29808008670806885,0.04111068695783615,-0.002395630581304431,0.022193502634763718,0.44133424758911133,0.10692739486694336,0.26188915967941284,64
depth8_width64,8,2,False,0,0,0,2,2,2,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.7396773099899292,-0.00024188534007407725,0.2726987898349762,0.052149366587400436,-0.009952623397111893,0.018879670649766922,0.9266640543937683,-0.009531788527965546,0.3210243284702301,64
depth8_width64,8,3,False,0,2,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.3270188868045807,0.14527785778045654,0.23457615077495575,0.03145679831504822,0.00361560913734138,0.01632194221019745,0.3250095248222351,0.11724827438592911,0.2113177329301834,64
depth8_width64,8,4,False,0,0,0,0,1,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.2716920077800751,0.10542861372232437,0.18519175052642822,0.02875576540827751,0.004329147282987833,0.017294220626354218,0.24107320606708527,0.07851458340883255,0.16109135746955872,64
depth8_width64,8,5,False,0,0,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.07432391494512558,0.04392915964126587,0.05836092308163643,0.022251125425100327,0.006556399166584015,0.012871531769633293,0.04999316483736038,0.03781961277127266,0.043327830731868744,64
depth8_width64,8,6,False,0,1,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.08849325776100159,0.027891844511032104,0.05365031212568283,0.012810783460736275,0.003306412370875478,0.008376490324735641,0.0805225521326065,0.016640547662973404,0.04337223619222641,64
depth8_width64,8,7,False,1,1,0,1,1,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,maximum,0.04664258658885956,0.005982334725558758,0.02680494263768196,0.01705266907811165,0.001991053344681859,0.009581130929291248,0.027327051386237144,0.0031481985934078693,0.015237626619637012,64
depth8_width64,8,0,False,0,0,0,0,3,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.9886484146118164,0.431440532207489,0.6566907167434692,0.06184827536344528,-0.022270286455750465,0.01933152601122856,0.9233348965644836,0.42519789934158325,0.6753609776496887,64
depth8_width64,8,1,False,0,0,0,0,2,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.6322828531265259,0.26008161902427673,0.46541938185691833,0.05790773779153824,-0.012582357041537762,0.0244758203625679,0.6063909530639648,0.16980883479118347,0.4031006693840027,64
depth8_width64,8,2,False,0,0,0,0,2,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.2396036982536316,0.1342165470123291,0.1889011710882187,0.02998795174062252,-0.017454104498028755,0.008248085156083107,0.29537662863731384,0.10545909404754639,0.1943013221025467,64
depth8_width64,8,3,False,0,0,0,1,2,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,1.2034705877304077,0.11030952632427216,0.5294252038002014,0.048539210110902786,-0.012177754193544388,0.014070791192352772,1.3096182346343994,0.09119830280542374,0.5846819877624512,64
depth8_width64,8,4,False,0,0,0,0,2,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.28642383217811584,0.04499088600277901,0.15834644436836243,0.037830375134944916,-0.008421190083026886,0.011174838989973068,0.3267182409763336,0.035605210810899734,0.16638922691345215,64
depth8_width64,8,5,False,0,1,0,0,2,1,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.061147380620241165,0.019916487857699394,0.03819284588098526,0.011102142743766308,-0.01469678245484829,-0.0009234234457835555,0.07013846933841705,0.01299193687736988,0.04086696729063988,64
depth8_width64,8,6,False,0,1,0,0,1,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.06654878705739975,0.049001891165971756,0.0563335120677948,0.012135541066527367,-0.008227087557315826,0.0023609676863998175,0.0704888179898262,0.037537168711423874,0.053197234869003296,64
depth8_width64,8,7,False,0,2,0,0,0,0,False,False,False,False,False,False,0.0,0.0,0.0,False,5,minimum,0.05196666717529297,0.031251516193151474,0.04130765050649643,0.026387572288513184,0.0011386555852368474,0.01205888669937849,0.042674470692873,0.013168292120099068,0.027176622301340103,64
