gate_block_above_0_9,gate_block_below_0_5,gate_block_mean,gate_candidate_norm_spearman,gate_ff_above_0_9,gate_ff_below_0_5,gate_ff_mean,gate_sa_above_0_9,gate_sa_below_0_5,gate_sa_mean,gate_utility_block_spearman,gate_utility_ff_spearman,gate_utility_sa_spearman,layer,n,seed,task_family,utility_block_mean,utility_ff_mean,utility_sa_mean,variant
0.7333333333333333,0.0,0.9100231607755025,0.0377882745207002,1.0,0.0,1.0,1.0,0.0,1.0,-0.1385940539038622,,,3,60,22,first,0.07282096548782041,0.001248273664774994,0.06351924225067099,gated
0.6833333333333333,0.0,0.9098834882179896,0.6050569602667408,1.0,0.0,1.0,1.0,0.0,1.0,0.19366490691858854,,,3,60,33,first,0.9878708921916162,6.304186535999179e-05,1.2353683090031458,gated
1.0,0.0,0.9689787089824676,0.01722700750208392,1.0,0.0,1.0,1.0,0.0,1.0,0.008724645734926371,,,3,60,44,first,0.08059047321245695,0.004652370124434432,0.030498823418747635,gated
0.23333333333333334,0.0,0.8635036905606588,0.30614059460961385,1.0,0.0,1.0,1.0,0.0,1.0,0.03189774937482635,,,3,60,55,first,0.0031942446522104243,0.0008287846498812239,0.000997210367737959,gated
0.65,0.0,0.9150943090518315,0.3314809669352599,1.0,0.0,1.0,1.0,0.0,1.0,0.12403445401500418,,,4,60,11,first,0.00039795504805321497,0.00011200591688975692,0.00015985174492622416,gated
0.65,0.0,0.88635560075442,0.6297860516810226,1.0,0.0,1.0,1.0,0.0,1.0,0.46979716587941106,,,4,60,22,first,0.014260078694981833,0.0011903478298336267,0.006352560843030612,gated
0.9833333333333333,0.0,0.9622577726840973,0.44373437065851634,1.0,0.0,1.0,1.0,0.0,1.0,0.40689080300083363,,,4,60,33,first,0.24079753677360713,0.0010298353193017344,0.22970419369715575,gated
0.6666666666666666,0.0,0.890278606613477,0.5969435954431788,1.0,0.0,1.0,1.0,0.0,1.0,0.5531536537927203,,,4,60,44,first,-0.000590117151538531,0.0023668722909254334,-0.0009221951748865346,gated
1.0,0.0,0.9590223769346873,0.5380383439844403,1.0,0.0,1.0,1.0,0.0,1.0,0.33553764934704094,,,4,60,55,first,0.0011456418666057288,0.00027578089308614534,0.0012397437317607303,gated
1.0,0.0,0.9715190211931864,-0.7227563212003335,1.0,0.0,1.0,1.0,0.0,1.0,-0.4297860516810226,,,5,60,11,first,2.919535671818691,0.0005714171333238482,2.9640644674461023,gated
