best_val_loss,seed,test_accuracy,test_loss,training_seconds
1.4482287089029948,11,0.5703703703703704,1.4293289890995733,0.0
1.3744200812445746,22,0.6148148148148148,1.2954264181631583,0.0
1.328242874145508,33,0.6333333333333333,1.3190563484474465,0.0
1.2365255991617838,44,0.662962962962963,1.197650400797526,0.0
1.4022086673312717,55,0.5777777777777777,1.3581718727394387,0.0
