ci95_high,ci95_low,layer,mean_correct_minus_incorrect,median_correct_minus_incorrect,metric,model_variant,paired_effect_size_dz,raw_n_correct,raw_n_incorrect,seed_n,std_correct_minus_incorrect,task_family,token_bin
0.005236152093857527,0.0005889786989428103,0,0.0027937660925090313,0.002375740293703993,candidate_dominance,baseline,0.9210210485374856,1415,195,5,0.003033335771148041,maximum,7
0.002051154850050807,-0.001963341608643532,0,-0.00012878103007096797,-0.0009969217644312245,candidate_novelty,baseline,-0.05091558231736204,1415,195,5,0.0025293048652230395,maximum,7
0.09448472410440445,0.0053241983987390995,0,0.04990445822477341,0.06564721150831687,candidate_update_norm,baseline,0.8725931872752455,1415,195,5,0.05719097851383047,maximum,7
0.09448473155498505,0.00532421562820673,0,0.0499044731259346,0.06564725933652982,effective_displacement,baseline,0.872593459399352,1415,195,5,0.05719097775530686,maximum,7
0.09448472410440445,0.0053241983987390995,0,0.04990445822477341,0.06564721150831687,effective_update_norm,baseline,0.8725931872752455,1415,195,5,0.05719097851383047,maximum,7
0.0102393114939332,0.0011251309188082814,0,0.005466023925691843,0.004725520191251775,relative_update_norm,baseline,0.9186482327334432,1415,195,5,0.005950072868945338,maximum,7
-0.0003327911254018545,-0.003826850326731801,0,-0.0020406919065862894,-0.0013106109719750458,representation_direction_cosine,baseline,-0.8831444031955652,1415,195,5,0.002310711475045599,maximum,7
0.06557644158601761,-0.11731734126806259,0,-0.03149353340268135,-0.06037675796594755,residual_norm,baseline,-0.2691176364404997,1415,195,5,0.11702515605900984,maximum,7
0.04284379258751869,-0.04270853474736214,0,-0.0017000872176140547,-0.02731892411638981,attention_entropy,baseline,-0.029657652121540687,1420,195,5,0.05732372915586471,maximum,8
0.002595528494566679,-0.008739115670323372,0,-0.0013516718754544854,0.0021233271027719935,attention_evidence_mass,baseline,-0.16438933706854414,1420,195,5,0.008222381691890936,maximum,8
0.026046019047498703,-0.02147653140127659,0,-0.002878468483686447,-0.012795833137271118,candidate_cosine,baseline,-0.08985575226561744,1420,195,5,0.032034326251897276,maximum,8
0.00453617749735713,-0.005363991018384695,0,-0.0008585553732700646,-0.0028640667930930064,candidate_dominance,baseline,-0.1307384887388473,1420,195,5,0.006566967245468515,maximum,8
0.007395309396088123,-0.0065230256877839565,0,-0.0013644758146256208,-0.004649287437909599,candidate_novelty,baseline,-0.14060684026258494,1420,195,5,0.009704192285933217,maximum,8
0.06447943300008774,-0.10065089166164398,0,-0.022403543815016747,-0.028603371693473267,candidate_update_norm,baseline,-0.2096287041128926,1420,195,5,0.10687250064262016,maximum,8
0.06447942554950714,-0.10065089166164398,0,-0.02240355685353279,-0.02860337422087822,effective_displacement,baseline,-0.2096288342414275,1420,195,5,0.10687249649888732,maximum,8
0.06447943300008774,-0.10065089166164398,0,-0.022403543815016747,-0.028603371693473267,effective_update_norm,baseline,-0.2096287041128926,1420,195,5,0.10687250064262016,maximum,8
0.00803943257778883,-0.009198778308928013,0,-0.0014256250578910112,-0.004269941257767029,relative_update_norm,baseline,-0.12391483247116501,1420,195,5,0.011504878225314586,maximum,8
0.0025093574076890945,-0.002311645308509469,0,0.0002987259067595005,0.0005282478229318155,representation_direction_cosine,baseline,0.09549166438936249,1420,195,5,0.0031282930156234425,maximum,8
0.0749196857213974,-0.10034259408712387,0,-0.00012032389349769801,0.06292142143198731,residual_norm,baseline,-0.0010556954762717323,1420,195,5,0.113975948748621,maximum,8
0.054194413125514984,-0.07225795090198517,0,-0.006067356560379267,0.008893120905448804,attention_entropy,baseline,-0.07282453884738874,1183,162,5,0.08331472682709372,maximum,9
0.0171582642942667,-0.030911225825548172,0,-0.007600639946758747,-0.010289927439521798,attention_evidence_mass,baseline,-0.23369943020808046,1183,162,5,0.03252314282491539,maximum,9
0.027728337794542313,-0.010194940492510796,0,0.008002910763025284,-0.0024659934772951475,candidate_cosine,baseline,0.3230601058136429,1183,162,5,0.024772203744778565,maximum,9
0.005093129351735115,-0.005983571521937847,0,-0.0002871165925171226,0.0019210743729132784,candidate_dominance,baseline,-0.0405078544034207,1183,162,5,0.0070879239778465514,maximum,9
0.02095048315823078,-0.007356205955147743,0,0.005313498433679342,0.0017319885131187318,candidate_novelty,baseline,0.29209222726610157,1183,162,5,0.018191166822247015,maximum,9
