layer_i,layer_j,matrix,model_variant,run_id,seed,source_experiment,task_family,token_scope,value
0,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.16212418675422668
0,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.1212092787027359
0,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.0979076400399208
1,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.16212418675422668
1,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
1,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.10945809632539749
1,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.234319269657135
2,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.1212092787027359
2,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.10945809632539749
2,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
2,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4165085554122925
3,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.0979076400399208
3,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.234319269657135
3,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4165085554122925
3,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.0
0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.2321120649576187
0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.24078555405139923
0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.25500762462615967
1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.2321120649576187
1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.0
1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.23128536343574524
1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.21084971725940704
2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.24078555405139923
2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.23128536343574524
2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.0
2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.14969123899936676
3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.25500762462615967
3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.21084971725940704
3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.14969123899936676
3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.0
0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.9241625070571899
0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.46498429775238037
0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.2449890822172165
1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.9241625070571899
1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.5215736627578735
1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.27539339661598206
2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.46498429775238037
2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.5215736627578735
2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.8819624185562134
3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.2449890375137329
3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.27539339661598206
3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.8819621205329895
3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
0,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
0,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.1303291618824005
0,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.10975105315446854
0,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.055280230939388275
1,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.1303291767835617
1,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
1,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.5890437364578247
1,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4721980392932892
2,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.10975109785795212
2,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.5890437364578247
2,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
2,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4613995850086212
3,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.055280230939388275
3,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4721980392932892
3,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4613995850086212
3,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0000004768371582
0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.8974695801734924
0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.38019710779190063
0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.21804195642471313
1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.8974695801734924
1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.000000238418579
1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4566320776939392
1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.26498278975486755
2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.38019710779190063
2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.4566320776939392
2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.9999999403953552
2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.8480849266052246
3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.21804195642471313
3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.26498278975486755
3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.8480849266052246
3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0000001192092896
0,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.9999997019767761
0,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.10501764714717865
0,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.054067742079496384
0,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,-0.024314215406775475
1,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.10501764714717865
1,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
1,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.2558220624923706
1,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.3758676052093506
2,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.054067742079496384
2,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.2558220624923706
2,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0
2,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.5166480541229248
3,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,-0.024314215406775475
3,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.3758676052093506
3,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,0.5166480541229248
3,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,maximum,final_nonpadding,1.0000001192092896
0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.872173547744751
0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.673058807849884
0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.46042802929878235
1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.872173547744751
1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.829249918460846
1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.653313934803009
2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.673058807849884
2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.829249918460846
2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.7983244061470032
3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.46042802929878235
3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.653313934803009
3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.7983244061470032
3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.18197356164455414
0,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.23587627708911896
0,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.21119940280914307
1,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.18197356164455414
1,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
1,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.01474019791930914
1,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.20909173786640167
2,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.23587627708911896
2,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.01474019791930914
2,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
2,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.3713356554508209
3,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.21119940280914307
3,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.20909173786640167
3,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.3713356554508209
3,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.0
0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.2261897176504135
0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.1965014636516571
0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.20639479160308838
1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.2261897176504135
1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.0
1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.27346956729888916
1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.21404291689395905
2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.1965014636516571
2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.27346956729888916
2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.0
2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.16719982028007507
3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.20639479160308838
3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.21404291689395905
3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.16719982028007507
3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.0
0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.8887844681739807
0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.6611109375953674
0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.30346566438674927
1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.888784646987915
1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.8178409337997437
1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.42188555002212524
2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.661111056804657
2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.8178410530090332
2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.5214558243751526
3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.30346569418907166
3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.4218854606151581
3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.521455705165863
3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.3131256401538849
0,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.13566839694976807
0,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.35433492064476013
1,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.31312569975852966
1,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
1,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.12133947759866714
1,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.1641046553850174
2,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.13566841185092926
2,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.12133947759866714
2,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
2,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.6665317416191101
3,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.35433489084243774
3,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.16410468518733978
3,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.6665318012237549
3,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.000000238418579
0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.8428566455841064
0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.5399669408798218
0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.23656892776489258
1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.8428566455841064
1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.7475802898406982
1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.40156084299087524
2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.5399669408798218
2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.7475802898406982
2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0000001192092896
2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.554827094078064
3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.23656892776489258
3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.40156084299087524
3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.554827094078064
3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.9999998211860657
0,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
0,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.1567537635564804
0,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.2273513227701187
0,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.20924745500087738
1,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.1567537635564804
1,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0
1,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.14118492603302002
1,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.12860196828842163
2,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.2273513227701187
2,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.14118492603302002
2,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,1.0000001192092896
2,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.6015841960906982
3,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.20924745500087738
3,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.12860196828842163
3,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.6015841960906982
3,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,E1,minimum,final_nonpadding,0.9999997615814209
0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.8849217891693115
0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.6954139471054077
0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.5153283476829529
1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.8849217891693115
1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.852962851524353
1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.6944770216941833
2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.6954139471054077
2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.852962851524353
2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.8433342576026917
3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.5153283476829529
3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.6944770216941833
3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.8433342576026917
3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
0,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
0,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.2680920362472534
0,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.22199445962905884
0,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.2923792600631714
1,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.2680920362472534
1,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
1,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.14114895462989807
1,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.3021724820137024
2,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.22199445962905884
2,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.14114895462989807
2,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
2,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.28376737236976624
3,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.2923792600631714
3,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.3021724820137024
3,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.28376737236976624
3,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,1.0
0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.0
0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.20181727409362793
0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,E1,sum_mod_10,final_nonpadding,0.20432643592357635
