layer_i,layer_j,matrix,model_variant,run_id,seed,source_experiment,task_family,token_scope,value
0,2,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3257450461387634
0,3,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3928147256374359
1,0,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.31558772921562195
1,1,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
1,2,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.30065569281578064
1,3,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3232481777667999
2,0,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3257450461387634
2,1,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.30065569281578064
2,2,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
2,3,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.44450992345809937
3,0,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3928147256374359
3,1,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3232481777667999
3,2,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.44450992345809937
3,3,update_cosine,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,0,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.0
0,1,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.18527431786060333
0,2,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.18411928415298462
0,3,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.1503830999135971
1,0,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.18527431786060333
1,1,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.0
1,2,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.18865042924880981
1,3,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.1592848300933838
2,0,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.18411928415298462
2,1,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.18865042924880981
2,2,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.0
2,3,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.1341092437505722
3,0,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.1503830999135971
3,1,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.1592848300933838
3,2,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.1341092437505722
3,3,update_cancellation,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.0
0,0,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,1,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.935725748538971
0,2,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.7791095972061157
0,3,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.6125165820121765
1,0,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.9357255101203918
1,1,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
1,2,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8730835318565369
1,3,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.7147186994552612
2,0,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.7791097164154053
2,1,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8730836510658264
2,2,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
2,3,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8976544737815857
3,0,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.6125166416168213
3,1,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.7147188186645508
3,2,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.89765465259552
3,3,residual_state_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,0,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,1,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.26490628719329834
0,2,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.22730566561222076
0,3,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.2653931975364685
1,0,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.2649063467979431
1,1,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
1,2,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.34650999307632446
1,3,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.19341522455215454
2,0,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.22730566561222076
2,1,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.3465098440647125
2,2,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
2,3,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.25728607177734375
3,0,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.2653932571411133
3,1,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.19341522455215454
3,2,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.2572861313819885
3,3,update_cka,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,0,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.999999463558197
0,1,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8909251093864441
0,2,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.6840823888778687
0,3,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.5188043117523193
1,0,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8909251093864441
1,1,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.9999998807907104
1,2,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8405395150184631
1,3,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.6632266044616699
2,0,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.6840823888778687
2,1,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8405395150184631
2,2,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
2,3,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8770977854728699
3,0,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.5188043117523193
3,1,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.6632266044616699
3,2,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.8770977854728699
3,3,residual_state_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,0,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
0,1,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.20980003476142883
0,2,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.23285849392414093
0,3,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.16054044663906097
1,0,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.20980003476142883
1,1,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0
1,2,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.31343451142311096
1,3,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.138551726937294
2,0,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.23285849392414093
2,1,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.31343451142311096
2,2,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0000001192092896
2,3,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.2315087914466858
3,0,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.16054044663906097
3,1,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.138551726937294
3,2,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,0.2315087914466858
3,3,update_rsa,matched_baseline,cycleA-e3-matched_baseline-seed-55,55,E3,sum_mod_10,final_nonpadding,1.0000001192092896
0,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8869166970252991
0,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.6572377681732178
0,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.48531559109687805
1,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8869166970252991
1,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
1,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.7657880783081055
1,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5953375697135925
2,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.6572377681732178
2,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.7657880783081055
2,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
2,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8679530024528503
3,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.48531559109687805
3,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5953375697135925
3,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8679530024528503
3,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.03307110816240311
0,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.12339795380830765
0,3,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.14128445088863373
1,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.03307110816240311
1,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
1,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2429293990135193
1,3,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2582898437976837
2,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.12339795380830765
2,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2429293990135193
2,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
2,3,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3470879793167114
3,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.14128445088863373
3,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2582898437976837
3,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3470879793167114
3,3,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,0,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.0
0,1,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2608873248100281
0,2,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2363939732313156
0,3,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.23250910639762878
1,0,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2608873248100281
1,1,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.0
1,2,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.19738484919071198
1,3,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.20307070016860962
2,0,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2363939732313156
2,1,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.19738484919071198
2,2,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.0
2,3,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.1753123551607132
3,0,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.23250910639762878
3,1,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.20307070016860962
3,2,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.1753123551607132
3,3,update_cancellation,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.0
0,0,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,1,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.913719892501831
0,2,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5814785957336426
0,3,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3845421075820923
1,0,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.9137195348739624
1,1,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
1,2,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.6964044570922852
1,3,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5107676386833191
2,0,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5814785957336426
2,1,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.6964044570922852
2,2,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
2,3,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8447660207748413
3,0,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.38454216718673706
3,1,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5107676386833191
3,2,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8447660207748413
3,3,residual_state_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,0,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,1,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.16145828366279602
0,2,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.13012176752090454
0,3,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.10976891219615936
1,0,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.1614583432674408
1,1,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
1,2,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3404207229614258
1,3,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5802769064903259
2,0,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.13012178242206573
2,1,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3404207229614258
2,2,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
2,3,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.4789862632751465
3,0,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.10976891219615936
3,1,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5802769064903259
3,2,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.4789862632751465
3,3,update_cka,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,0,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.9999998211860657
0,1,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8678776621818542
0,2,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5187218189239502
0,3,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2698588967323303
1,0,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.8678776621818542
1,1,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.9999998211860657
1,2,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.664543867111206
1,3,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.4268917739391327
2,0,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.5187218189239502
2,1,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.664543867111206
2,2,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.9999998807907104
2,3,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.7773480415344238
3,0,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2698588967323303
3,1,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.4268917739391327
3,2,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.7773480415344238
3,3,residual_state_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.000000238418579
0,0,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0
0,1,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.0505121648311615
0,2,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.020650239661335945
0,3,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.003931760787963867
1,0,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.0505121648311615
1,1,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.0000001192092896
1,2,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2589341402053833
1,3,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.44478192925453186
2,0,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.020650239661335945
2,1,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.2589341402053833
2,2,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.9999999403953552
2,3,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3573068678379059
3,0,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.003931760787963867
3,1,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.44478192925453186
3,2,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,0.3573068678379059
3,3,update_rsa,goal,cycleA-e4-goal-seed-11,11,E4,maximum,final_nonpadding,1.000000238418579
0,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
0,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.8809764385223389
0,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.6633728742599487
0,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.4669061303138733
1,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.8809764385223389
1,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
1,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.809877872467041
1,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.6008961200714111
2,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.6633728742599487
2,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.809877872467041
2,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
2,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.8026124835014343
3,0,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.4669061303138733
3,1,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.6008961200714111
3,2,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.8026124835014343
3,3,residual_state_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
0,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
0,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.1568758487701416
0,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.06595130264759064
0,3,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.10757221281528473
1,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.1568758487701416
1,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
1,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.12142982333898544
1,3,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.1327293962240219
2,0,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.06595130264759064
2,1,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,0.12142982333898544
2,2,update_cosine,goal,cycleA-e4-goal-seed-11,11,E4,minimum,final_nonpadding,1.0
