component,layer_i,layer_j,matrix,model_variant,run_id,seed,task_family,value
ff,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.9114024043083191
ff,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.1769571602344513
ff,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.7030560374259949
ff,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.9114024043083191
ff,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,1.000000238418579
ff,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,1.0
ff,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.31787756085395813
ff,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.13850703835487366
ff,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.03021697886288166
ff,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.31787756085395813
ff,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.9999999403953552
ff,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.6178730726242065
ff,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.4174951910972595
ff,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.13850703835487366
ff,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.6178730726242065
ff,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,1.0
ff,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.7053383588790894
ff,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.03021697886288166
ff,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.4174951910972595
ff,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.7053383588790894
ff,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,maximum,0.9999999403953552
sa,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.872173547744751
sa,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.673058807849884
sa,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.46042802929878235
sa,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.872173547744751
sa,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.829249918460846
sa,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.653313934803009
sa,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.673058807849884
sa,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.829249918460846
sa,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7983244061470032
sa,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.46042802929878235
sa,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.653313934803009
sa,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7983244061470032
sa,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.1250203549861908
sa,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.17803989350795746
sa,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.16619279980659485
sa,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.1250203549861908
sa,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.03798508644104004
sa,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.15149112045764923
sa,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.17803989350795746
sa,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.03798508644104004
sa,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3114306628704071
sa,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.16619279980659485
sa,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.15149112045764923
sa,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3114306628704071
sa,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
sa,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.23611140251159668
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2035020887851715
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.21839582920074463
sa,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.23611140251159668
sa,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
sa,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.25707462430000305
sa,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.22906403243541718
sa,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2035020887851715
sa,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.25707462430000305
sa,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
sa,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.18552765250205994
sa,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.21839582920074463
sa,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.22906403243541718
sa,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.18552765250205994
sa,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
sa,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8887844681739807
sa,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6611109375953674
sa,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.30346566438674927
sa,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.888784646987915
sa,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8178409337997437
sa,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.42188555002212524
sa,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.661111056804657
sa,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8178410530090332
sa,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5214558243751526
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.30346569418907166
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.4218854606151581
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.521455705165863
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.22672221064567566
sa,0,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.12422090768814087
sa,0,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3567894399166107
sa,1,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.22672221064567566
sa,1,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,1,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.09225098043680191
sa,1,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10189764201641083
sa,2,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.12422090768814087
sa,2,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.09225096553564072
sa,2,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,2,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6384205222129822
sa,3,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.35678935050964355
sa,3,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10189767181873322
sa,3,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6384205222129822
sa,3,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.000000238418579
sa,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8428566455841064
sa,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5399669408798218
sa,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.23656892776489258
sa,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8428566455841064
sa,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
sa,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7475802898406982
sa,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.40156084299087524
sa,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5399669408798218
sa,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7475802898406982
sa,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0000001192092896
sa,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.554827094078064
sa,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.23656892776489258
sa,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.40156084299087524
sa,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.554827094078064
sa,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999998211860657
sa,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999999403953552
sa,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.11661660671234131
sa,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.19646748900413513
sa,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.20994675159454346
sa,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.11661660671234131
sa,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999999403953552
sa,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10153292119503021
sa,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10702097415924072
sa,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.19646748900413513
sa,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10153292119503021
sa,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999998807907104
sa,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5523256659507751
sa,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.20994675159454346
sa,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10702097415924072
sa,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5523256659507751
sa,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999997615814209
ff,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8190763592720032
ff,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6186974048614502
ff,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.46961721777915955
ff,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8190763592720032
ff,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8066562414169312
ff,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.667049765586853
ff,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6186974048614502
ff,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8066562414169312
ff,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9024102687835693
ff,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.46961721777915955
ff,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.667049765586853
ff,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9024102687835693
ff,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.4119874835014343
ff,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.26791486144065857
ff,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2511311173439026
ff,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.4119874835014343
ff,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.21089503169059753
ff,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.306138813495636
ff,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.26791486144065857
ff,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.21089503169059753
ff,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3045685291290283
ff,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2511311173439026
ff,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.306138813495636
ff,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3045685291290283
ff,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
ff,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.1591387838125229
ff,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.20283618569374084
ff,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.20613689720630646
ff,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.1591387838125229
ff,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
ff,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2216780185699463
ff,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.18944132328033447
ff,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.20283618569374084
ff,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2216780185699463
ff,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
ff,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.1901528239250183
ff,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.20613689720630646
ff,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.18944132328033447
ff,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.1901528239250183
ff,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.0
ff,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8013713359832764
ff,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.4009007215499878
ff,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.27451789379119873
ff,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.801371157169342
ff,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5124268531799316
ff,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.35156843066215515
ff,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.40090063214302063
ff,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5124269127845764
ff,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.922463059425354
ff,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2745179533958435
ff,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.35156843066215515
ff,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9224633574485779
ff,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.525011420249939
ff,0,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.324199914932251
ff,0,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.19131678342819214
ff,1,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.525011420249939
ff,1,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,1,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6095344424247742
ff,1,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3980361223220825
ff,2,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.324199914932251
ff,2,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.6095344424247742
ff,2,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,2,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7183741331100464
ff,3,0,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.19131678342819214
ff,3,1,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.3980359733104706
ff,3,2,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7183738946914673
ff,3,3,update_cka,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0000004768371582
ff,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7314680814743042
ff,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.38036012649536133
ff,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.23022930324077606
ff,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.7314680814743042
ff,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999999403953552
ff,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5594817399978638
ff,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.34672605991363525
ff,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.38036012649536133
ff,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5594817399978638
ff,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0000001192092896
ff,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8673574328422546
ff,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.23022930324077606
ff,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.34672605991363525
ff,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.8673574328422546
ff,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.9999998807907104
ff,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0
ff,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.48532915115356445
ff,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2475687712430954
ff,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10607105493545532
ff,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.48532915115356445
ff,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0000003576278687
ff,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5302865505218506
ff,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.29963764548301697
ff,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.2475687712430954
ff,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.5302865505218506
ff,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.000000238418579
ff,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.67280113697052
ff,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.10607105493545532
ff,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.29963764548301697
ff,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,0.67280113697052
ff,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-33,33,minimum,1.0000001192092896
sa,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.8849217891693115
sa,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.6954139471054077
sa,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.5153283476829529
sa,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.8849217891693115
sa,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.852962851524353
sa,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.6944770216941833
sa,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.6954139471054077
sa,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.852962851524353
sa,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.8433342576026917
sa,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.5153283476829529
sa,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.6944770216941833
sa,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.8433342576026917
sa,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.055848486721515656
sa,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.04105927795171738
sa,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.11255918443202972
sa,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.055848486721515656
sa,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.020971786230802536
sa,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.04086516052484512
sa,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.04105927795171738
sa,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.020971786230802536
sa,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.15421973168849945
sa,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.11255918443202972
sa,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.04086516052484512
sa,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.15421973168849945
sa,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,1.0
sa,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.0
sa,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.2593284249305725
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.23585982620716095
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-33,33,sum_mod_10,0.23107007145881653
