attention_ff_cancellation,attention_ff_cosine,cycle,depth,example_id,experiment,full_correct,full_target_logprob,layer,model_family,model_variant,random_ff_correct,random_sa_correct,revision,run_id,seed,skip_block_correct,skip_ff_correct,skip_sa_correct,source_cycle,source_experiment,task_family,utility_block,utility_ff,utility_random_ff,utility_random_sa,utility_sa,width
0.19850021600723267,0.24874892830848694,B,4,family-00342-minimum,B2,True,-0.5127372741699219,0,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.13805913925170898,0.07934451103210449,0.17712116241455078,0.15677279233932495,0.14297258853912354,64
0.2823981046676636,-0.027909904718399048,B,4,family-00342-minimum,B2,True,-0.5127372741699219,1,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.19369959831237793,0.04691702127456665,0.13483703136444092,0.6625099182128906,0.40707993507385254,64
0.2680697441101074,0.04870523512363434,B,4,family-00342-minimum,B2,True,-0.5127372741699219,2,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.45188379287719727,0.041205644607543945,-0.08347940444946289,0.45756590366363525,0.48977136611938477,64
0.1975916624069214,0.14627677202224731,B,4,family-00342-minimum,B2,True,-0.5127372741699219,3,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.10367804765701294,0.12138265371322632,0.08397543430328369,0.13842558860778809,0.014000296592712402,64
0.2403315305709839,0.13951969146728516,B,4,family-00342-sum_mod_10,B2,False,-4.664299488067627,0,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-1.1778557300567627,-0.19814395904541016,-0.19095087051391602,-0.8613576889038086,-1.0222499370574951,64
0.2657843232154846,0.02236124873161316,B,4,family-00342-sum_mod_10,B2,False,-4.664299488067627,1,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-0.6270465850830078,-0.20940351486206055,-0.5156369209289551,-0.3106813430786133,-0.42257118225097656,64
0.18516534566879272,0.32781505584716797,B,4,family-00342-sum_mod_10,B2,False,-4.664299488067627,2,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-0.03350210189819336,0.009469985961914062,-0.05421018600463867,-0.5130972862243652,-0.047833919525146484,64
0.17446112632751465,0.2589767277240753,B,4,family-00342-sum_mod_10,B2,False,-4.664299488067627,3,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-0.48714113235473633,0.3282499313354492,0.401705265045166,-0.9762096405029297,-0.7624492645263672,64
0.24530673027038574,-0.016089610755443573,B,4,family-00343-maximum,B2,True,-0.09947967529296875,0,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,False,True,A,E1,maximum,-0.004747480154037476,1.281381368637085,0.9697648286819458,0.012898936867713928,-0.03981973975896835,64
0.1741468906402588,0.1775311529636383,B,4,family-00343-maximum,B2,True,-0.09947967529296875,1,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,maximum,3.481093168258667,0.024478472769260406,0.07497383654117584,3.1262083053588867,3.5159780979156494,64
