correct_partition,layer,mean,median,metric,model_variant,n,run_id,seed,std,task_family,token_bin
True,0,0.25568504797087777,0.25397616624832153,attention_ff_cancellation,baseline,252,cycleA-e1-baseline-seed-11,11,0.046164611812298625,maximum,3
True,0,3.338786483284027,3.2884597778320312,combined_update_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.787077324171782,maximum,3
True,0,0.7443149520291222,0.7460238337516785,combined_vs_sum_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.046164611812298625,maximum,3
False,0,1.6994216532077429,1.5437541007995605,attention_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.6417484470086475,maximum,4
False,0,0.15395017179115764,0.13155607879161835,attention_relative_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.059798578597537004,maximum,4
False,0,-0.05130522434582126,-0.04017702117562294,attention_state_update_cosine,baseline,53,cycleA-e1-baseline-seed-11,11,0.12932274347569522,maximum,4
False,0,0.9809589565924879,0.9913249611854553,attention_novelty,baseline,53,cycleA-e1-baseline-seed-11,11,0.023578814851102917,maximum,4
False,0,0.13129853133885366,0.11626121401786804,attention_dominance,baseline,53,cycleA-e1-baseline-seed-11,11,0.04166089159018508,maximum,4
False,0,2.199726453367269,2.1852378845214844,ff_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.41277029303496254,maximum,4
False,0,0.19807528071808364,0.19367995858192444,ff_relative_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.03630559329901425,maximum,4
False,0,-0.09499413021049409,-0.09825273603200912,ff_state_update_cosine,baseline,53,cycleA-e1-baseline-seed-11,11,0.127889044206402,maximum,4
False,0,0.9749291021868868,0.9809963703155518,ff_novelty,baseline,53,cycleA-e1-baseline-seed-11,11,0.024700713514041767,maximum,4
False,0,0.1645866168557473,0.16225451231002808,ff_dominance,baseline,53,cycleA-e1-baseline-seed-11,11,0.02494815003336277,maximum,4
False,0,0.039679398443901316,0.03541596233844757,attention_ff_cosine,baseline,53,cycleA-e1-baseline-seed-11,11,0.13778012654652555,maximum,4
False,0,0.2631674870005194,0.2699340581893921,attention_ff_cancellation,baseline,53,cycleA-e1-baseline-seed-11,11,0.04354903262309627,maximum,4
False,0,2.8820447089537136,2.7656238079071045,combined_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.6495395379184413,maximum,4
False,0,0.7368325129994806,0.7300659418106079,combined_vs_sum_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.04354903262309627,maximum,4
True,0,1.794490462494275,1.6370227932929993,attention_update_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.6000815204719445,maximum,4
True,0,0.16357419261383632,0.15189458429813385,attention_relative_update_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.05604143316451424,maximum,4
True,0,-0.04374893989029621,-0.042666882276535034,attention_state_update_cosine,baseline,252,cycleA-e1-baseline-seed-11,11,0.13593180687442122,maximum,4
True,0,0.979681897494528,0.9906806349754333,attention_novelty,baseline,252,cycleA-e1-baseline-seed-11,11,0.027697694942673202,maximum,4
True,0,0.13867873577253212,0.1318645477294922,attention_dominance,baseline,252,cycleA-e1-baseline-seed-11,11,0.03970166204045421,maximum,4
True,0,2.146464515773077,2.1199716329574585,ff_update_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.3786617665202827,maximum,4
True,0,0.1943532433065157,0.18830480426549911,ff_relative_update_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.03333736672464816,maximum,4
True,0,-0.08018171304969915,-0.09702983871102333,ff_state_update_cosine,baseline,252,cycleA-e1-baseline-seed-11,11,0.12554343010862073,maximum,4
True,0,0.9778722853414596,0.9826805889606476,ff_novelty,baseline,252,cycleA-e1-baseline-seed-11,11,0.021358082002710072,maximum,4
True,0,0.16208372752936112,0.15846506506204605,ff_dominance,baseline,252,cycleA-e1-baseline-seed-11,11,0.023140573102324754,maximum,4
True,0,0.05834065165208091,0.06669047102332115,attention_ff_cosine,baseline,252,cycleA-e1-baseline-seed-11,11,0.1323098372212895,maximum,4
True,0,0.2604353789772306,0.25878822803497314,attention_ff_cancellation,baseline,252,cycleA-e1-baseline-seed-11,11,0.0423074465985678,maximum,4
True,0,2.922439016046978,2.7773022651672363,combined_update_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.6232041987605121,maximum,4
True,0,0.7395646210227694,0.7412117719650269,combined_vs_sum_norm,baseline,252,cycleA-e1-baseline-seed-11,11,0.042307446598567805,maximum,4
