ci95_high,ci95_low,layer,median,metric,replicated,seed_n,standardized_mean,std,task_family
0.248601034283638,-0.12827008962631226,1,0.05207285151566749,residual_norm_window_mean_shift,False,5,0.06681154668331146,0.24596066686418905,maximum
0.30656716227531433,-0.266989529132843,1,0.10572205635554151,residual_norm_wasserstein,False,5,0.049504995346069336,0.35004842166269506,maximum
0.5213927030563354,-0.06126592308282852,1,0.4166722424850432,residual_norm_w4_rolling_variance,False,5,0.2457887828350067,0.37109513478081113,maximum
0.5048430562019348,-0.008802803233265877,1,0.12428931399717849,residual_norm_w4_rolling_abs_skewness,False,5,0.20076648890972137,0.3429660413705523,maximum
0.10265398025512695,-0.6592360734939575,1,-0.2567898296626497,residual_norm_w4_rolling_abs_kurtosis,False,5,-0.2782910466194153,0.49513612763594655,maximum
0.33234062790870667,-0.06181380897760391,1,0.21329760739979356,residual_norm_w8_rolling_variance,False,5,0.15092137455940247,0.2526074860318696,maximum
0.6039472818374634,0.0913252979516983,1,0.30247600429115556,residual_norm_w8_rolling_abs_skewness,False,5,0.34763628244400024,0.3304563577911475,maximum
0.27763113379478455,-0.5625594258308411,1,-0.08432294872887929,residual_norm_w8_rolling_abs_kurtosis,False,5,-0.15342995524406433,0.5530076541691565,maximum
0.2021574079990387,-0.0732891634106636,1,0.10683062474474204,residual_norm_w16_rolling_variance,False,5,0.08618415147066116,0.1902920361064996,maximum
0.11663825809955597,-0.1721494495868683,1,-0.0314983413250695,residual_norm_w16_rolling_abs_skewness,False,5,-0.03545539826154709,0.19233355204525862,maximum
0.5563584566116333,-0.4460660517215729,1,0.2873859226051641,residual_norm_w16_rolling_abs_kurtosis,False,5,0.13328082859516144,0.6730439991241423,maximum
0.6041423678398132,-0.23871088027954102,1,0.07706764364149671,block_update_norm_mean,False,5,0.14238408207893372,0.540507953200491,maximum
0.7220598459243774,0.04125727340579033,1,0.23858310196474491,block_update_norm_variance,False,5,0.33610835671424866,0.46006405242008547,maximum
