layer,replicated_block,replicated_ff,replicated_sa,seed_n,task_pair,utility_block_difference_ci95_high,utility_block_difference_ci95_low,utility_block_difference_mean,utility_ff_difference_ci95_high,utility_ff_difference_ci95_low,utility_ff_difference_mean,utility_sa_difference_ci95_high,utility_sa_difference_ci95_low,utility_sa_difference_mean
10,False,False,False,5,first__last,0.0004569489392451942,-0.0013552550226449966,-0.00040785930468700826,-0.0002210732054663822,-0.002354531781747937,-0.0010447751265019178,0.0015815405640751123,-0.0007219277904368937,0.0004081558436155319
11,False,False,False,5,first__last,0.0006736627547070384,-0.0006929468363523483,-7.474490848835558e-05,-2.9799313779221848e-05,-0.001133778947405517,-0.00046102370833978057,0.0012795758666470647,-0.0005835819756612182,0.00023611020878888667
12,False,False,False,5,first__last,0.00019039984908886254,-0.0008148401975631714,-0.00028602787642739713,-0.00017567366012372077,-0.0007974862237460911,-0.0004865799564868212,0.0006367789465002716,-0.0002519277040846646,0.0001345056516584009
13,False,False,False,5,first__last,-4.8089990741573274e-05,-0.00136292795650661,-0.0006021988810971379,-0.00011054363858420402,-0.0015898837009444833,-0.0007223483989946544,0.00021504827600438148,4.4140469981357455e-06,0.00011385490506654605
14,False,False,False,5,first__last,0.0004822872579097748,-0.0012903159949928522,-0.0003236772317904979,0.00035171001218259335,-0.0011476993095129728,-0.00031517623574472964,7.505607936764136e-05,-8.787115075392649e-05,-1.5289766452042386e-05
15,False,False,False,5,first__last,0.00021437593386508524,-0.0004176280344836414,-0.00012912934471387416,0.00026387133402749896,-0.0004081826191395521,-9.063781180884689e-05,5.247763965599006e-06,-0.0001366118376608938,-6.568203389178962e-05
0,False,False,False,5,first__middle,0.07898780703544617,-0.8884086608886719,-0.2862444519996643,0.01763072982430458,-0.0036058807745575905,0.004947262816131115,0.012815308757126331,-0.7102808952331543,-0.23459021747112274
1,False,False,False,5,first__middle,0.30107712745666504,-0.3768520951271057,-0.0165456123650074,0.039713211357593536,-0.00018175551667809486,0.01339711807668209,0.17558252811431885,-0.03020169958472252,0.049431439489126205
2,False,False,False,5,first__middle,-0.007931804284453392,-0.3912276327610016,-0.14962008595466614,0.0021474536042660475,-0.0010676386300474405,0.0003714335907716304,-0.00039955059764906764,-0.2953968644142151,-0.10148818790912628
3,False,False,False,5,first__middle,0.1895248144865036,-0.6129672527313232,-0.16755330562591553,0.00017098536773119122,-0.004714734386652708,-0.0017430313164368272,0.2542508840560913,-0.2439432144165039,-0.006029472686350346
4,False,False,False,5,first__middle,0.04754370078444481,-0.004296066239476204,0.014382225461304188,0.0008350919815711677,-0.00024079768627416342,0.0002631974348332733,0.04377373307943344,-0.007387809455394745,0.012107985094189644
5,False,False,False,5,first__middle,1.3948349952697754,-0.004461878444999456,0.4629485011100769,0.002885082270950079,-0.00028071593260392547,0.0009948869701474905,1.3807775974273682,-0.0051467204466462135,0.45805272459983826
6,False,False,False,5,first__middle,0.020197313278913498,0.0010322623420506716,0.008179271593689919,-3.4871518437284976e-05,-0.0013011672999709845,-0.0006490215891972184,0.018369726836681366,-0.00026641483418643475,0.007008429616689682
7,False,False,False,5,first__middle,0.001062021474353969,-0.0019939832855015993,-0.00016882461204659194,0.0006081996252760291,-0.0003125306102447212,0.0001771195384208113,0.0014980038395151496,-0.002280525164678693,-0.0002356234035687521
8,False,False,False,5,first__middle,0.003979289438575506,-0.002725595375522971,0.0005140233552083373,0.0017906588036566973,-1.4906707292539068e-05,0.000631967734079808,0.003129726741462946,-0.004052563104778528,-0.00025675271172076464
9,False,False,False,5,first__middle,0.001292346976697445,-0.007355826441198587,-0.001950390636920929,0.0004640071711037308,-2.9362501663854346e-05,0.0002026306465268135,0.0011853203177452087,-0.008213559165596962,-0.0023387265391647816
10,False,False,False,5,first__middle,0.0008974600350484252,-0.0005000376841053367,0.0002839831286109984,0.0003741630935110152,-0.0018842527642846107,-0.0006032434175722301,0.0013619668316096067,0.00019882628112100065,0.000789765443187207
11,False,False,False,5,first__middle,0.00034624343970790505,-0.00043938850285485387,-3.385956006241031e-05,0.0005118173430673778,-0.00012896090629510581,0.00013093079905956984,7.56971858208999e-05,-0.0003860918805003166,-0.00017463618132751435
12,False,False,False,5,first__middle,0.0003737459483090788,-0.002499537542462349,-0.0006467538187280297,0.00029040055233053863,-0.0012635005405172706,-0.00028815673431381583,8.323050860781223e-05,-0.0011401880765333772,-0.0003644727112259716
13,False,False,False,5,first__middle,0.00027244805824011564,-6.97807627147995e-05,0.00010108217975357547,6.635270256083459e-05,-0.0012563708005473018,-0.0004364935157354921,0.0012310034362599254,0.00012501368473749608,0.00054207444190979
14,False,False,False,5,first__middle,0.0017459085211157799,-0.0001774312404450029,0.0005305246450006962,0.0009333165362477303,-0.000574462057556957,0.00015523967158515006,0.0010283869924023747,-4.831953265238553e-05,0.00040015176637098193
15,False,False,False,5,first__middle,0.0009686745470389724,-0.00021196600573603064,0.0002624081971589476,0.0009529860690236092,-0.0003349495236761868,0.0002223199262516573,9.775724174687639e-05,-3.1663883419241756e-05,3.3046679163817316e-05
0,False,False,False,5,maximum__first,0.21043500304222107,-0.04363829642534256,0.08477212488651276,0.024095747619867325,-0.03898703306913376,-0.0048889839090406895,0.2083359956741333,0.005811861250549555,0.087204210460186
1,False,False,False,5,maximum__first,1.6090209484100342,-0.10627540200948715,0.7276276350021362,0.046782393008470535,-0.029493466019630432,0.009612174704670906,1.9419703483581543,-0.11596240848302841,0.9094933271408081
2,False,False,False,5,maximum__first,1.1739556789398193,-0.05963556095957756,0.3931442201137543,0.026117125526070595,-0.014426258392632008,0.005845433101058006,1.3917663097381592,-0.054953791201114655,0.4649294912815094
3,False,False,False,5,maximum__first,0.0582398846745491,-0.49700236320495605,-0.21160361170768738,0.06047750636935234,-0.011263570748269558,0.017145156860351562,0.035111743956804276,-0.782096266746521,-0.3211359977722168
4,False,False,False,5,maximum__first,0.02972869947552681,-0.07062359154224396,-0.017287129536271095,0.009721284732222557,-0.020319480448961258,-0.0064653800800442696,0.039955317974090576,-0.0733775869011879,-0.007684030570089817
5,False,False,False,5,maximum__first,0.19083136320114136,-0.9224611520767212,-0.24622996151447296,0.013373656198382378,-0.009848859161138535,-0.00021101898164488375,0.1531597524881363,-0.8659439086914062,-0.23767991364002228
6,False,False,False,5,maximum__first,0.03191911801695824,-0.007826665416359901,0.013444826006889343,0.003678890410810709,-0.008339988999068737,-0.0029074405319988728,0.03878455236554146,-0.0002541715221013874,0.020199144259095192
7,False,False,False,5,maximum__first,0.05454004555940628,-0.014089614152908325,0.020499413833022118,0.003573816269636154,-0.0023229443468153477,0.0006433746311813593,0.06135262921452522,-0.013844150118529797,0.023754240944981575
8,False,False,False,5,maximum__first,0.014826136641204357,-0.017793070524930954,-0.0012188946129754186,0.006238819099962711,-0.007743663154542446,-0.0009314234484918416,0.006767088081687689,-0.014963606372475624,-0.00332999462261796
9,False,False,False,5,maximum__first,0.005225315224379301,-0.003029185114428401,0.0010980652878060937,0.0004779340815730393,-0.009584094397723675,-0.004686480388045311,0.013502871617674828,-0.001106317387893796,0.005846008658409119
10,False,False,False,5,maximum__first,0.03310965746641159,-0.005841212347149849,0.013138639740645885,0.010153362527489662,-0.0038083456456661224,0.0031519487965852022,0.016521286219358444,-0.0029405048117041588,0.007186499424278736
11,False,False,False,5,maximum__first,0.009540945291519165,-0.004877579398453236,0.0021364144049584866,0.0035563469864428043,-0.0016558731440454721,0.0009502369211986661,0.00635491032153368,-0.004234489053487778,0.0005039235693402588
12,False,False,False,5,maximum__first,-0.0005445695132948458,-0.005174608901143074,-0.002836044644936919,0.0021252462174743414,-0.004256454296410084,-0.000735621084459126,0.0017651598900556564,-0.004975615534931421,-0.0015990876127034426
13,False,False,False,5,maximum__first,0.008154225535690784,-0.005656612105667591,0.0013240169500932097,0.0058978465385735035,-0.007351197302341461,0.00027222296921536326,0.0037592672742903233,-0.0026064044795930386,0.000983847421593964
14,False,False,False,5,maximum__first,0.003920747898519039,-0.006350421812385321,-0.0013944274978712201,0.002996432827785611,-0.007641146425157785,-0.002996361581608653,0.0050095459446311,-0.0012696433113887906,0.0018879200797528028
15,False,False,False,5,maximum__first,0.011974649503827095,-0.0016160982195287943,0.004587178118526936,0.004167693667113781,-0.0019990368746221066,0.001343975542113185,0.011637771502137184,-0.004417023155838251,0.003345340956002474
0,False,False,False,5,maximum__last,0.23392502963542938,-1.3024930953979492,-0.32823166251182556,0.023707594722509384,-0.02219128981232643,0.0007581532117910683,0.2085769921541214,-1.4117019176483154,-0.3977530598640442
1,True,False,True,5,maximum__last,1.5875526666641235,0.07693588733673096,0.8322442770004272,0.045025113970041275,0.005862789694219828,0.021541424095630646,1.966316819190979,0.05950631946325302,1.0080883502960205
2,False,False,False,5,maximum__last,1.1440857648849487,-0.12426183372735977,0.3527093827724457,0.02212410420179367,-0.01613447442650795,0.00434300908818841,1.3849983215332031,-0.15215101838111877,0.4223354458808899
3,False,False,False,5,maximum__last,0.0006401905557140708,-0.3005134165287018,-0.13526828587055206,0.05905706435441971,-0.013307836838066578,0.0151745630428195,-0.005701019894331694,-0.3449379801750183,-0.1412530243396759
4,False,False,False,5,maximum__last,0.03382135555148125,-0.09559176862239838,-0.021614471450448036,0.01105472631752491,-0.020337413996458054,-0.006050843745470047,0.03962388262152672,-0.10152508318424225,-0.02043314091861248
5,False,False,False,5,maximum__last,0.5224646329879761,-0.016701355576515198,0.2133323699235916,0.015315580181777477,-0.010531513020396233,-0.00020335540466476232,0.5557124018669128,-0.00929010845720768,0.21830706298351288
6,False,False,False,5,maximum__last,0.036749668419361115,0.0005996342515572906,0.02102549746632576,0.0035581602714955807,-0.008040614426136017,-0.0028562520164996386,0.04048841446638107,0.005396062042564154,0.026300650089979172
7,False,False,False,5,maximum__last,0.052085328847169876,-0.013602523133158684,0.019241400063037872,0.003543360624462366,-0.0024146270006895065,0.00047838996397331357,0.058670878410339355,-0.012142394669353962,0.022895151749253273
8,False,False,False,5,maximum__last,0.016119781881570816,-0.018137101083993912,-0.0008842854877002537,0.005628990940749645,-0.008268354460597038,-0.0014611907536163926,0.007659539580345154,-0.014840575866401196,-0.002645762637257576
9,False,False,False,5,maximum__last,0.00551008153706789,-0.007345554418861866,-0.00042317071347497404,0.00036349636502563953,-0.009488933719694614,-0.004661913029849529,0.01176530309021473,-0.0023555911611765623,0.0044800215400755405
10,False,False,False,5,maximum__last,0.032935984432697296,-0.00637572119012475,0.012730780057609081,0.008493462577462196,-0.004218713380396366,0.0021071736700832844,0.019101686775684357,-0.001981943380087614,0.007594653870910406
11,False,False,False,5,maximum__last,0.008946867659687996,-0.0046870289370417595,0.0020616694819182158,0.003336853813380003,-0.0023584277369081974,0.0004892132128588855,0.006121844053268433,-0.0034820802975445986,0.000740033749025315
12,False,False,False,5,maximum__last,-0.0009733749320730567,-0.005270769819617271,-0.003122072434052825,0.002018973231315613,-0.004742119926959276,-0.0012222010409459472,0.0015750793972983956,-0.004530605860054493,-0.001464582048356533
13,False,False,False,5,maximum__last,0.007426263298839331,-0.006145747844129801,0.0007218181854113936,0.004782047588378191,-0.007439953275024891,-0.00045012537157163024,0.0039012047927826643,-0.0022644170094281435,0.0010977021884173155
14,False,False,False,5,maximum__last,0.0023333877325057983,-0.00604772474616766,-0.0017181045841425657,0.001825851621106267,-0.007377025671303272,-0.003311537904664874,0.004969500005245209,-0.0010980678489431739,0.0018726304406300187
15,False,False,False,5,maximum__last,0.011328794993460178,-0.0019024646608158946,0.0044580488465726376,0.003773484844714403,-0.0017558876425027847,0.0012533379485830665,0.01166541874408722,-0.004509820137172937,0.0032796591985970736
0,False,False,False,5,maximum__middle,0.24031595885753632,-0.924758791923523,-0.20147228240966797,0.02497594617307186,-0.024611329659819603,5.828142093378119e-05,0.20342954993247986,-0.6891664266586304,-0.14738599956035614
1,False,False,False,5,maximum__middle,1.647615671157837,-0.22545139491558075,0.7110821008682251,0.04984067752957344,0.0022305306047201157,0.023009294643998146,1.9767353534698486,-0.05308523774147034,0.9589247703552246
2,False,False,False,5,maximum__middle,1.125083565711975,-0.28497645258903503,0.24352411925792694,0.02802697755396366,-0.014705809764564037,0.006216865964233875,1.3545111417770386,-0.23575493693351746,0.3634412884712219
3,True,False,False,5,maximum__middle,-0.021158993244171143,-1.034555196762085,-0.3791568875312805,0.059126608073711395,-0.012047219090163708,0.015402126125991344,0.006715645547956228,-0.924648642539978,-0.3271654546260834
4,False,False,False,5,maximum__middle,0.028515052050352097,-0.02649102732539177,-0.0029049040749669075,0.00825815461575985,-0.020061900839209557,-0.006202182732522488,0.038136739283800125,-0.026311878114938736,0.004423954524099827
5,False,False,False,5,maximum__middle,0.5326606631278992,-0.017369646579027176,0.21671855449676514,0.017200836911797523,-0.009387198835611343,0.0007838684250600636,0.5640193223953247,-0.010407830588519573,0.22037284076213837
6,False,False,False,5,maximum__middle,0.035014379769563675,0.0010031983256340027,0.021624097600579262,0.002455146284773946,-0.008465422317385674,-0.003556461539119482,0.039792269468307495,0.005783815402537584,0.027207572013139725
7,False,False,False,5,maximum__middle,0.05286937579512596,-0.013370655477046967,0.02033058926463127,0.003618286456912756,-0.0021191525738686323,0.000820494256913662,0.05991838127374649,-0.01209251768887043,0.02351861633360386
8,False,False,False,5,maximum__middle,0.012048070318996906,-0.013716231100261211,-0.0007048714905977249,0.006897484418004751,-0.006930845323950052,-0.00029945571441203356,0.005897006019949913,-0.012912863865494728,-0.003586747217923403
9,False,False,False,5,maximum__middle,0.006087098270654678,-0.009138580411672592,-0.0008523253491148353,0.00025947726680897176,-0.009227177128195763,-0.0044838497415184975,0.013010242953896523,-0.005024570040404797,0.0035072811879217625
10,False,False,False,5,maximum__middle,0.03389045223593712,-0.005686079617589712,0.013422621414065361,0.010803031735122204,-0.004921678453683853,0.002548705553635955,0.018783746287226677,-0.0013822943437844515,0.00797626469284296
11,False,False,False,5,maximum__middle,0.009279738180339336,-0.004562655929476023,0.0021025550086051226,0.003529065055772662,-0.0013667300809174776,0.001081167603842914,0.006190883461385965,-0.004340341314673424,0.00032928716973401606
12,False,False,False,5,maximum__middle,-0.0004640566185116768,-0.006501540541648865,-0.0034827985800802708,0.0022767435293644667,-0.0055199554190039635,-0.0010237779933959246,0.0010693937074393034,-0.004897902254015207,-0.0019635604694485664
13,False,False,False,5,maximum__middle,0.008306855335831642,-0.005663025192916393,0.001425099209882319,0.005557475611567497,-0.007394615560770035,-0.00016427040100097656,0.003882895689457655,-0.0013754009269177914,0.0015259217470884323
14,False,False,False,5,maximum__middle,0.003925901837646961,-0.005027165170758963,-0.0008639026200398803,0.0028753788210451603,-0.0073311785236001015,-0.002841122215613723,0.005124946590512991,-0.00018466197070665658,0.0022880719043314457
15,False,False,False,5,maximum__middle,0.011505195870995522,-0.00177489104680717,0.004849586635828018,0.004380343947559595,-0.0011431861203163862,0.0015662957448512316,0.01099389884620905,-0.004398942459374666,0.003378387540578842
0,False,False,False,5,maximum__minimum,0.20131425559520721,-0.3343818187713623,-0.030969034880399704,5.237758159637451e-06,-0.05830136686563492,-0.032804906368255615,0.2020188421010971,-0.2823500335216522,-0.02776094153523445
1,False,False,False,5,maximum__minimum,1.139200210571289,-0.12183866649866104,0.5115152597427368,0.05171339586377144,-0.02263948693871498,0.015987902879714966,1.6176522970199585,-0.2629087269306183,0.6655000448226929
2,False,False,False,5,maximum__minimum,0.5178228616714478,-0.12658771872520447,0.1494292914867401,0.023205216974020004,-0.051032401621341705,-0.013245886191725731,0.8013771176338196,-0.11386014521121979,0.24035504460334778
3,False,False,False,5,maximum__minimum,0.0566207692027092,-0.575208842754364,-0.20757703483104706,0.06861697137355804,-0.017390519380569458,0.024230927228927612,0.027007777243852615,-0.6107273101806641,-0.2316773682832718
4,True,False,True,5,maximum__minimum,-0.012955168262124062,-0.2326957732439041,-0.12606440484523773,-0.0015453090891242027,-0.029682975262403488,-0.015614142641425133,-0.01408972404897213,-0.2138047218322754,-0.11391611397266388
5,False,False,False,5,maximum__minimum,0.42403334379196167,-0.06856486946344376,0.16783399879932404,0.025047127157449722,-0.055578090250492096,-0.009992324747145176,0.5114725828170776,-0.060366202145814896,0.18615606427192688
6,False,False,False,5,maximum__minimum,0.03851556032896042,-0.06681489944458008,-0.008815932087600231,0.015206785872578621,-0.009001419879496098,0.0035269781947135925,0.03441229462623596,-0.08148924261331558,-0.013421609997749329
7,False,False,False,5,maximum__minimum,0.051195062696933746,-0.015283392742276192,0.017955834046006203,-0.0007413976127281785,-0.015748294070363045,-0.008373947814106941,0.06298269331455231,-0.006959386169910431,0.026774132624268532
8,False,False,False,5,maximum__minimum,0.030336469411849976,0.0003862252342514694,0.015912730246782303,0.018465092405676842,0.0012259897775948048,0.009851710870862007,0.023865560069680214,-0.00899122841656208,0.005325326230376959
9,False,False,False,5,maximum__minimum,0.007843883708119392,-0.014225681312382221,-0.0031908985693007708,0.012441692873835564,-0.00699938228353858,0.003348973114043474,0.003908862825483084,-0.02013344131410122,-0.006821874529123306
10,False,False,False,5,maximum__minimum,0.03803011029958725,-0.0024161068722605705,0.014216000214219093,0.02080581709742546,-0.009172476828098297,0.0058166710659861565,0.013016751036047935,-0.00160633260384202,0.005074252374470234
11,False,False,False,5,maximum__minimum,0.01884419284760952,-0.018079617992043495,0.00038228853372856975,0.008189198561012745,-0.010474201291799545,-0.0007359394803643227,0.012882950715720654,-0.010849797166883945,0.00026326774968765676
12,False,False,False,5,maximum__minimum,0.006718368735164404,-0.022031184285879135,-0.005801862571388483,6.236126500880346e-05,-0.010555734857916832,-0.004771854262799025,0.010485110804438591,-0.009205969981849194,0.0002943899598903954
13,False,False,False,5,maximum__minimum,0.010476994328200817,-0.014774883165955544,-0.002078149002045393,0.006930537521839142,-0.011540882289409637,-0.0014252655673772097,0.00637859245762229,-0.011468911543488503,-0.0010415066499263048
14,False,False,False,5,maximum__minimum,0.007538221776485443,-0.011154642328619957,-0.0017287960508838296,0.00609408225864172,-0.014634775929152966,-0.004458202049136162,0.007389537990093231,-0.0008816359331831336,0.003225588006898761
15,False,False,False,5,maximum__minimum,0.012640982866287231,-0.0028531921561807394,0.004552832804620266,0.009279859252274036,-0.004329710267484188,0.00217715697363019,0.009671898558735847,-0.004722817800939083,0.0023683367762714624
0,False,False,False,5,middle__last,0.04325097054243088,-0.39837440848350525,-0.1267593950033188,0.0034581380896270275,-0.001588873565196991,0.0006998729077167809,-0.001146825379692018,-0.7297018766403198,-0.25036701560020447
1,False,False,False,5,middle__last,0.42387309670448303,-0.060062915086746216,0.12116217613220215,0.006123044993728399,-0.007445388473570347,-0.001467871479690075,0.16444170475006104,-0.01776234619319439,0.049163568764925
2,False,False,False,5,middle__last,0.3309204578399658,-0.016756609082221985,0.10918527841567993,0.0015745076816529036,-0.005293119698762894,-0.001873857923783362,0.2628253698348999,-0.0864911749958992,0.058894116431474686
3,False,False,False,5,middle__last,0.9125658273696899,-0.20825767517089844,0.24388864636421204,0.003272681264206767,-0.0046348245814442635,-0.00022756459657102823,0.8217846751213074,-0.3058735430240631,0.18591246008872986
4,False,False,False,5,middle__last,0.021938715130090714,-0.07915446907281876,-0.018709566444158554,0.001247128820978105,-0.0007831938564777374,0.0001513392198830843,0.019611705094575882,-0.09368844330310822,-0.024857092648744583
5,False,False,False,5,middle__last,0.0030621320474892855,-0.01183183491230011,-0.003386207390576601,6.790144834667444e-05,-0.0022255778312683105,-0.0009872234659269452,0.003187822178006172,-0.009274730458855629,-0.002065766602754593
6,False,False,False,5,middle__last,0.003111589699983597,-0.004429622553288937,-0.0005986003670841455,0.0013144371332600713,0.00010146947897737846,0.0007002102211117744,0.0015978582669049501,-0.003332683350890875,-0.0009069234947673976
7,False,False,False,5,middle__last,-0.00021136579744052142,-0.0021919591818004847,-0.0010891889687627554,4.829723184229806e-05,-0.0008853518520481884,-0.00034210426383651793,0.0002456408110447228,-0.001744711073115468,-0.0006234677275642753
8,False,False,False,5,middle__last,0.003962840884923935,-0.0043020546436309814,-0.0001794134295778349,-0.0002550615754444152,-0.002456450369209051,-0.0011617349227890372,0.005438297055661678,-0.002680601319298148,0.0009409842896275222
9,False,False,False,5,middle__last,0.0023434229660779238,-0.0010267166653648019,0.00042915501398965716,7.232612551888451e-05,-0.00043198117054998875,-0.000178062982740812,0.0038651078939437866,-0.0008749414118938148,0.0009727400029078126
10,False,False,False,5,middle__last,6.5373023971915245e-06,-0.0012775382492691278,-0.0006918424624018371,0.0010898140026256442,-0.0021426226012408733,-0.0004415317380335182,0.0008781537180766463,-0.001758707920089364,-0.0003816095704678446
11,False,False,False,5,middle__last,0.0009731557220220566,-0.0008965901797637343,-4.088533023605123e-05,-9.921791206579655e-05,-0.0012277434580028057,-0.0005919545073993504,0.0015769129386171699,-0.0003076191060245037,0.0004107463755644858
12,False,False,False,5,middle__last,0.001702622277662158,-0.0006064329063519835,0.0003607260005082935,0.0005625019548460841,-0.0007865247316658497,-0.00019842316396534443,0.0011561994906514883,-0.00010380645107943565,0.0004989783046767116
13,False,False,False,5,middle__last,-9.635977039579302e-05,-0.0016095275059342384,-0.0007032811408862472,0.0008225812343880534,-0.0016105456743389368,-0.00028585491236299276,-1.0277704859618098e-05,-0.0010767055209726095,-0.0004282195004634559
14,False,False,False,5,middle__last,4.693356459029019e-05,-0.001801667152903974,-0.0008542019641026855,0.00025806509074755013,-0.0013151741586625576,-0.000470415863674134,-2.5935092708095908e-05,-0.000932576775085181,-0.0004154415219090879
15,False,False,False,5,middle__last,-7.564030056528281e-06,-0.0007968114805407822,-0.0003915376146323979,0.0001801761391106993,-0.0008060916443355381,-0.00031295776716433465,-1.6391688404837623e-05,-0.00020232365932315588,-9.872871305560693e-05
0,False,False,False,5,minimum__first,0.3211415112018585,-0.03567180410027504,0.11574115604162216,0.06883759796619415,-0.005659615155309439,0.027915921062231064,0.296181321144104,-0.0015276416670531034,0.11496515572071075
1,False,False,False,5,minimum__first,0.4612429141998291,0.0035348471719771624,0.216112419962883,0.03799993544816971,-0.05070311948657036,-0.0063757263123989105,0.4527062475681305,0.008735889568924904,0.24399325251579285
2,False,False,False,5,minimum__first,0.6592446565628052,-0.01656794175505638,0.24371492862701416,0.03485137224197388,0.003395597916096449,0.019091319292783737,0.5889125466346741,1.840282857301645e-05,0.22457444667816162
3,False,False,False,5,minimum__first,0.24767503142356873,-0.291927307844162,-0.004026574082672596,0.016009358689188957,-0.032223187386989594,-0.007085768971592188,0.23200181126594543,-0.5557790994644165,-0.08945861458778381
4,True,False,True,5,minimum__first,0.19480617344379425,0.03546516224741936,0.10877726972103119,0.01740509830415249,0.00010576130443951115,0.009148761630058289,0.19295422732830048,0.04312657564878464,0.10623208433389664
5,False,False,False,5,minimum__first,0.0632472112774849,-1.299599051475525,-0.4140639305114746,0.052200473845005035,-0.01763223484158516,0.009781304746866226,0.07144258171319962,-1.325136423110962,-0.42383599281311035
6,False,False,False,5,minimum__first,0.09145548194646835,-0.028816932812333107,0.02226075902581215,0.004727622959762812,-0.01379967201501131,-0.006434419192373753,0.10857421159744263,-0.01605341210961342,0.03362075239419937
7,False,False,False,5,minimum__first,0.01955374702811241,-0.015010237693786621,0.002543579088523984,0.0187047328799963,-0.0005305882659740746,0.009017321281135082,0.007810255978256464,-0.020589115098118782,-0.003019893541932106
8,False,False,False,5,minimum__first,-0.0034039742313325405,-0.029016371816396713,-0.01713162660598755,-0.006219975650310516,-0.015346291474997997,-0.010783134028315544,0.004071625880897045,-0.021382268518209457,-0.008655319921672344
9,False,False,False,5,minimum__first,0.01647254452109337,-0.007894616574048996,0.004288964439183474,-0.0006357872625812888,-0.014912532642483711,-0.008035453036427498,0.023362044245004654,0.0019737211987376213,0.01266788225620985
10,False,False,False,5,minimum__first,0.009090064093470573,-0.011244785971939564,-0.0010773602407425642,0.010110350325703621,-0.013611145317554474,-0.0026647222694009542,0.010579588823020458,-0.005168491974473,0.002112245885655284
11,False,False,False,5,minimum__first,0.02614598348736763,-0.016734208911657333,0.0017541259294375777,0.01219109632074833,-0.007965229451656342,0.0016861760523170233,0.014661544933915138,-0.014347320422530174,0.00024065561592578888
12,False,False,False,5,minimum__first,0.018147943541407585,-0.010245772078633308,0.002965817926451564,0.011694731190800667,-0.0020851544104516506,0.004036233760416508,0.0060487668961286545,-0.01124110072851181,-0.0018934777472168207
13,False,False,False,5,minimum__first,0.011666404083371162,-0.003806826425716281,0.003402166534215212,0.005018644966185093,-0.0018946111667901278,0.0016974888276308775,0.008862505666911602,-0.003760227933526039,0.0020253534894436598
14,False,False,False,5,minimum__first,0.0067068785429000854,-0.006095020100474358,0.00033436864032410085,0.008680535480380058,-0.0060658385045826435,0.0014618408167734742,0.0003157840692438185,-0.0029164389707148075,-0.0013376676943153143
15,False,False,False,5,minimum__first,0.004896710626780987,-0.005391472019255161,3.43454084941186e-05,0.0034419044386595488,-0.005470622330904007,-0.000833181373309344,0.0030160110909491777,-0.0009507196955382824,0.0009770045289769769
0,False,False,False,5,minimum__last,0.06425680220127106,-0.9730018377304077,-0.29726266860961914,0.06864412873983383,0.004933923948556185,0.03356305509805679,0.050734419375658035,-1.149696946144104,-0.36999207735061646
1,True,False,True,5,minimum__last,0.4960377812385559,0.14542022347450256,0.32072898745536804,0.03303227573633194,-0.013535728678107262,0.0055535221472382545,0.5768811106681824,0.11862291395664215,0.34258827567100525
