candidate_update_norm,causal_utility,distractor,e1_candidate_harmful_cell,example_id,family_id,gate,gate_entropy,goal_identifiability,layer,relative_update_norm,residual_norm,seed,task
5.4694743156433105,0.20942026376724243,True,False,family-00300-maximum,family-00300,0.9906103014945984,0.05317792350501363,1.0,0,0.4505988830801093,12.138233184814453,33,maximum
10.121272087097168,0.7484942078590393,True,False,family-00300-maximum,family-00300,0.9886957406997681,0.06191232202599303,1.0,1,0.9793395053178438,10.334794044494629,33,maximum
4.808566570281982,0.18245452642440796,True,False,family-00300-maximum,family-00300,0.9460686445236206,0.2099320769880644,1.0,2,0.4391172433997828,10.950530052185059,33,maximum
8.709521293640137,0.6015540361404419,True,False,family-00300-maximum,family-00300,0.98147052526474,0.09225955341436617,1.0,3,0.7211771415322957,12.076812744140625,33,maximum
5.407783031463623,0.08877629041671753,True,False,family-00300-minimum,family-00300,0.9829329252243042,0.086393901501048,0.5,0,0.511276957247997,10.57701301574707,33,minimum
6.525795936584473,0.19361460208892822,True,False,family-00300-minimum,family-00300,0.9615950584411621,0.16284140776470174,0.5,1,0.6770655725636776,9.638351440429688,33,minimum
11.034689903259277,0.34196364879608154,True,False,family-00300-minimum,family-00300,0.9947927594184875,0.03257179520563318,0.5,2,0.9109327094339432,12.113616943359375,33,minimum
9.687430381774902,0.050682783126831055,True,False,family-00300-minimum,family-00300,0.989658534526825,0.05756478554743717,0.5,3,0.5663008626521214,17.106508255004883,33,minimum
5.595392227172852,-0.1957775056362152,False,False,family-00300-sum_mod_10,family-00300,0.993229866027832,0.04056557085329803,0.0,0,0.46661855095354604,11.991362571716309,33,sum_mod_10
6.219944000244141,0.008527927100658417,False,False,family-00300-sum_mod_10,family-00300,0.9884489178657532,0.06301321198585562,0.0,1,0.5417370997503572,11.481480598449707,33,sum_mod_10
7.805816650390625,0.026302829384803772,False,False,family-00300-sum_mod_10,family-00300,0.9988046884536743,0.009238264741574872,0.0,2,0.5455661492437153,14.30773639678955,33,sum_mod_10
