candidate_update_norm,causal_utility,distractor,e1_candidate_harmful_cell,example_id,family_id,gate,gate_entropy,goal_identifiability,layer,relative_update_norm,residual_norm,seed,task
5.55570125579834,0.09792083501815796,True,False,family-00300-maximum,family-00300,0.9887803792953491,0.06153356406557892,1.0,0,0.5029641304984094,11.045919418334961,55,maximum
5.806519508361816,-0.3169475793838501,True,False,family-00300-maximum,family-00300,0.9614759087562561,0.1632249262585554,1.0,1,0.6313447478245919,9.197066307067871,55,maximum
8.477458953857422,0.3708460330963135,True,False,family-00300-maximum,family-00300,0.9807580709457397,0.09507399243475595,1.0,2,0.8011241545701719,10.581954002380371,55,maximum
6.926316261291504,0.2702334523200989,True,False,family-00300-maximum,family-00300,0.9936105608940125,0.038655513943635054,1.0,3,0.5040505424076976,13.741312980651855,55,maximum
6.026740074157715,0.013600707054138184,True,False,family-00300-minimum,family-00300,0.9864903688430786,0.07156817603404184,0.5,0,0.5158855233648285,11.682320594787598,55,minimum
9.43725872039795,0.8035107254981995,True,False,family-00300-minimum,family-00300,0.9718807339668274,0.12814250446122305,0.5,1,0.8869337460061607,10.64031982421875,55,minimum
7.0955376625061035,0.05551707744598389,True,False,family-00300-minimum,family-00300,0.9820039868354797,0.09013397785587605,0.5,2,0.548452894278744,12.937369346618652,55,minimum
8.990548133850098,0.16133511066436768,True,False,family-00300-minimum,family-00300,0.9902291893959045,0.054945708398366926,0.5,3,0.5667388570987141,15.863652229309082,55,minimum
5.348067283630371,-0.07608801871538162,False,False,family-00300-sum_mod_10,family-00300,0.983428418636322,0.0843780854806949,0.0,0,0.5234191316132609,10.217561721801758,55,sum_mod_10
4.765270233154297,0.012167446315288544,False,False,family-00300-sum_mod_10,family-00300,0.9446624517440796,0.21394104052120988,0.0,1,0.46251384742067725,10.302978515625,55,sum_mod_10
5.3672943115234375,-0.010404162108898163,False,False,family-00300-sum_mod_10,family-00300,0.9720141887664795,0.12766937736111586,0.0,2,0.458697235093727,11.701169967651367,55,sum_mod_10
8.551010131835938,-0.000909898430109024,False,True,family-00300-sum_mod_10,family-00300,0.9923648834228516,0.04482706556382957,0.0,3,0.6170833085287846,13.85714054107666,55,sum_mod_10
6.554085731506348,0.6229749917984009,True,False,family-00301-maximum,family-00301,0.9887803792953491,0.06153356406557892,0.5,0,0.5933490444106732,11.045919418334961,55,maximum
3.9684484004974365,0.2493550181388855,True,False,family-00301-maximum,family-00301,0.9619570374488831,0.1616739085384533,0.5,1,0.4222450775429739,9.39844799041748,55,maximum
9.374814987182617,0.15214180946350098,True,False,family-00301-maximum,family-00301,0.9754898548126221,0.11510728198850362,0.5,2,1.020696551093981,9.184722900390625,55,maximum
