causal_utility,e1_classification,example_id,gate,gate_entropy,layer,relative_update_norm,seed,task
0.10607428848743439,useful,family-00300-maximum,0.9390060901641846,0.22969358781392255,0,0.41464289597121956,33,maximum
0.21054241061210632,useful,family-00300-maximum,0.9492529630661011,0.20070900116329596,1,0.9606078542426437,33,maximum
-0.04239419102668762,useful,family-00300-maximum,0.9498202204704285,0.19904425336832784,2,0.4430978516087867,33,maximum
0.19864574074745178,useful,family-00300-maximum,0.9698744416236877,0.13517835097793515,3,0.48155640443946834,33,maximum
0.06413215398788452,useful,family-00300-minimum,0.9349802136421204,0.24056185191467644,0,0.4166127595655056,33,minimum
0.052243828773498535,useful,family-00300-minimum,0.9236674904823303,0.2697194064642542,1,0.6684593528300836,33,minimum
0.2218540906906128,useful,family-00300-minimum,0.967801034450531,0.14230480416780328,2,0.7284542217961844,33,minimum
0.12284380197525024,useful,family-00300-minimum,0.9734933972358704,0.12238070498986275,3,0.619827328649827,33,minimum
-0.06915794312953949,redundant_or_uncertain,family-00300-sum_mod_10,0.944962203502655,0.21308967120764669,0,0.3725858888713107,33,sum_mod_10
-0.0033297091722488403,redundant_or_uncertain,family-00300-sum_mod_10,0.9393561482429504,0.22873544054191297,1,0.4225634130998886,33,sum_mod_10
0.034617625176906586,useful,family-00300-sum_mod_10,0.9855054020881653,0.07575886687449972,2,0.5354923851488758,33,sum_mod_10
-0.06907790899276733,candidate_harmful,family-00300-sum_mod_10,0.9880532026290894,0.06476710938228304,3,0.583168271297576,33,sum_mod_10
-0.015562474727630615,useful,family-00301-maximum,0.9390060901641846,0.22969358781392255,0,0.4240916335896678,33,maximum
-0.0531194806098938,useful,family-00301-maximum,0.9447097778320312,0.21380673718662357,1,0.8091422594567375,33,maximum
0.2775571346282959,useful,family-00301-maximum,0.9606375694274902,0.16591259770519737,2,0.676044408786615,33,maximum
0.18063169717788696,useful,family-00301-maximum,0.9696241021156311,0.1360464082668606,3,0.4422440585331118,33,maximum
0.10433952510356903,useful,family-00301-minimum,0.9449672102928162,0.21307543603750584,0,0.4803664479950396,33,minimum
0.12364037334918976,useful,family-00301-minimum,0.9308675527572632,0.2513890545215961,1,0.6970877401365971,33,minimum
0.036069050431251526,useful,family-00301-minimum,0.971365213394165,0.1299640457273381,2,0.45939736308574064,33,minimum
0.01661531627178192,useful,family-00301-minimum,0.9823258519172668,0.08884374773057155,3,0.5957967619025599,33,minimum
0.0109199658036232,redundant_or_uncertain,family-00301-sum_mod_10,0.9270280003547668,0.2612596159680735,0,0.3279691421587857,33,sum_mod_10
-0.05151648074388504,redundant_or_uncertain,family-00301-sum_mod_10,0.9338272213935852,0.24362466326280768,1,0.7411102210988825,33,sum_mod_10
0.026679717004299164,useful,family-00301-sum_mod_10,0.9502639770507812,0.19773724428720468,2,0.37139578088681474,33,sum_mod_10
0.04439616948366165,candidate_harmful,family-00301-sum_mod_10,0.9703353047370911,0.13357467703440298,3,0.4408378400687945,33,sum_mod_10
0.5354743599891663,useful,family-00302-maximum,0.9491927623748779,0.2008852806749826,0,0.5432978614263997,33,maximum
0.5068296194076538,useful,family-00302-maximum,0.9567227363586426,0.17822313531852463,1,0.7074771407379896,33,maximum
0.14003318548202515,useful,family-00302-maximum,0.9709623456001282,0.13138087978797833,2,0.6899540042276743,33,maximum
0.3245738744735718,useful,family-00302-maximum,0.9786267280578613,0.10333657487632382,3,0.6131402430845528,33,maximum
0.43425509333610535,useful,family-00302-minimum,0.9444131255149841,0.21464787903976124,0,0.3684916348977535,33,minimum
0.3464169204235077,useful,family-00302-minimum,0.9538412094116211,0.18704580181183597,1,0.5463573119733304,33,minimum
0.29351773858070374,useful,family-00302-minimum,0.9780365824699402,0.10558504561486598,2,0.6275432650840573,33,minimum
